target_id	length	eff_length	est_counts	tpm
NM_001178369.1	1902	1723	3	0.537137
NM_001178370.1	534	355	9	7.82102
NM_001178371.1	3498	3319	50	4.64742
NM_001178372.1	906	727	12	5.09209
NM_001178373.1	1185	1006	258	79.1172
NM_001178374.1	1143	964	12	3.8402
NM_001178376.1	1578	1399	15	3.30768
NM_001178377.1	1374	1195	11	2.83971
NM_001178378.1	1659	1480	10	2.08443
NM_001178379.1	1089	910	94.9355	32.1837
NM_001178381.1	2760	2581	6	0.717154
NM_001178382.1	1047	868	15	5.33115
NM_001178383.1	687	508	28	17.0037
NM_001178384.1	1233	1054	25	7.31726
NM_001178385.1	888	709	4	1.74046
NM_001178386.1	2892	2713	34	3.86615
NM_001178387.1	936	757	25	10.1881
NM_001178388.1	897	718	1	0.42966
NM_001178389.1	2010	1831	21	3.53818
NM_001178390.1	1194	1015	15	4.55905
NM_001178391.2	2070	1891	17	2.77336
NM_001178392.2	1719	1540	16	3.20515
NM_001178393.2	1920	1741	6	1.06317
NM_001178394.1	1005	826	13	4.85526
NM_001178395.1	528	349	4	3.53577
NM_001178396.1	471	292	72.9545	77.0759
NM_001178397.1	2433	2254	65	8.89629
NM_001178398.1	1017	838	20	7.36267
NM_001178400.1	633	454	19	12.9106
NM_001178401.1	1077	898	26	8.93195
NM_001178402.1	1035	856	70	25.2275
NM_001178403.1	2700	2521	20	2.44741
NM_001178404.1	1506	1327	40	9.29905
NM_001178405.1	1101	922	5	1.67297
NM_001178406.1	2346	2167	21	2.98958
NM_001178407.1	3327	3148	106	10.3877
NM_001178408.1	1863	1684	12	2.19831
NM_001178409.3	933	754	4	1.63658
NM_001178410.1	543	364	7	5.93261
NM_001178411.1	1215	1036	13	3.87109
NM_001178413.3	1095	916	8	2.69429
NM_001178414.1	663	484	0	0
NM_001178415.1	633	454	74	50.2835
NM_001178416.4	1830	1651	78	14.5746
NM_001178417.1	1860	1681	51	9.35948
NM_001178418.1	714	535	15	8.64942
NM_001178419.3	636	457	19	12.8259
NM_001178420.1	645	466	75	49.6506
NM_001178421.4	2877	2698	47	5.37409
NM_001178422.2	2931	2752	23	2.57827
NM_001178424.2	1065	886	6	2.08914
NM_001178425.3	489	310	10	9.95148
NM_001178426.2	1290	1111	84	23.3246
NM_001178427.1	2895	2716	105	11.9264
NM_001178428.3	2277	2098	45	6.61693
NM_001178429.1	3999	3820	53	4.28018
NM_001178430.1	447	268	80	92.0883
NM_001178431.3	1461	1282	8	1.92509
NM_001178432.1	2928	2749	34	3.81552
NM_001178433.3	924	745	2	0.828177
NM_001178434.1	2841	2662	85	9.85054
NM_001178435.3	1065	886	9	3.1337
NM_001178436.1	777	598	12	6.19055
NM_001178438.4	369	190	6	9.74197
NM_001178439.1	330	151	1	2.04302
NM_001178440.1	1404	1225	12.4983	3.14748
NM_001178441.3	1404	1225	12.5851	3.16935
NM_001178442.2	2262	2083	22	3.25824
NM_001178443.1	1293	1114	13	3.60004
NM_001178444.3	693	514	17	10.2032
NM_001178445.2	4365	4186	32	2.35831
NM_001178446.1	2076	1897	14	2.27672
NM_001178449.3	873	694	214	95.127
NM_001178450.1	2262	2083	167	24.733
NM_001178451.1	1608	1429	88	18.9976
NM_001178452.3	990	811	2	0.760779
NM_001178453.1	1089	910	18	6.10212
NM_001178454.1	567	388	59	46.9104
NM_001178455.3	738	559	5	2.75935
NM_001178456.2	2844	2665	17	1.96789
NM_001178457.1	444	265	21	24.4468
NM_001178458.3	1350	1171	12	3.16136
NM_001178459.1	696	517	23	13.7242
NM_001178460.3	2901	2722	54.6162	6.18988
NM_001178462.1	2373	2194	33	4.64009
NM_001178463.1	4179	4000	29	2.23659
NM_001178465.3	2046	1867	6	0.991417
NM_001178466.1	1377	1198	2221.55	572.068
NM_001178467.1	897	718	7	3.00762
NM_001178468.3	489	310	3	2.98544
NM_001178469.2	2004	1825	83	14.0302
NM_001178470.1	534	355	14	12.166
NM_001178471.3	1950	1771	14	2.4387
NM_001178473.1	1182	1003	14	4.30602
NM_001178474.1	1488	1309	171	40.3001
NM_001178475.3	1554	1375	124	27.8207
NM_001178476.1	1035	856	3	1.08118
NM_001178477.1	987	808	11	4.19982
NM_001178478.3	1278	1099	26	7.29835
NM_001178479.3	2115	1936	12	1.91216
NM_001178480.1	1791	1612	18	3.44474
NM_001178481.1	2484	2305	22	2.94443
NM_001178483.3	453	274	3	3.37769
NM_001178484.3	7107	6928	23	1.02416
NM_001178485.2	540	361	14	11.9638
NM_001178486.2	1575	1396	2	0.441971
NM_001178487.3	1527	1348	40	9.15418
NM_001178488.3	9279	9100	196	6.64453
NM_001178489.2	1014	835	9	3.3251
NM_001178490.1	2322	2143	14	2.01537
NM_001178491.3	1314	1135	31	8.42588
NM_001178493.3	1056	877	1	0.351763
NM_001178494.1	837	658	17	7.97026
NM_001178495.1	891	712	0	0
NM_001178496.3	1830	1651	3	0.560562
NM_001178497.3	1035	856	54	19.4612
NM_001178498.1	3285	3106	37.6881	3.74328
NM_001178499.1	951	772	40	15.9842
NM_001178500.3	876	697	7	3.09824
NM_001178501.3	735	556	3	1.66455
NM_001178502.1	648	469	5	3.28887
NM_001178503.1	1158	979	13	4.09647
NM_001178504.3	2097	1918	7	1.1259
NM_001178505.3	768	589	7	3.66633
NM_001178506.1	1650	1471	31	6.50127
NM_001178507.1	1044	865	41	14.6223
NM_001178508.3	897	718	6	2.57796
NM_001178509.3	1131	952	5	1.62025
NM_001178510.1	1368	1189	68	17.6432
NM_001178511.3	1758	1579	13	2.53986
NM_001178512.3	552	373	10	8.27067
NM_001178513.1	834	655	7	3.2969
NM_001178514.1	1359	1180	13	3.39868
NM_001178515.3	423	244	1	1.26433
NM_001178516.3	1242	1063	11	3.19234
NM_001178517.1	2082	1903	167	27.0724
NM_001178518.1	1743	1564	49	9.66515
NM_001178519.3	621	442	18	12.5632
NM_001178520.3	2223	2044	24	3.62226
NM_001178521.1	447	268	19	21.871
NM_001178523.1	948	769	9	3.61048
NM_001178524.3	939	760	4	1.62366
NM_001178525.3	1356	1177	21	5.50417
NM_001178527.1	2568	2389	21	2.71177
NM_001178528.1	1719	1540	2	0.400644
NM_001178529.3	711	532	83.6923	48.5314
NM_001178530.3	1359	1180	4	1.04575
NM_001178531.1	951	772	7	2.79724
NM_001178532.3	1572	1393	4	0.885846
NM_001178533.3	837	658	7	3.28187
NM_001178534.1	1695	1516	6	1.22096
NM_001178535.1	843	664	17	7.89824
NM_001178536.3	423	244	4	5.05731
NM_001178537.3	588	409	46.7331	35.2493
NM_001178539.1	483	304	34.0645	34.5683
NM_001178540.1	1134	955	5	1.61516
NM_001178541.3	672	493	7	4.38027
NM_001178542.3	372	193	1	1.59842
NM_001178543.1	1269	1090	7	1.98117
NM_001178544.1	1665	1486	202	41.9355
NM_001178545.1	654	475	4	2.59786
NM_001178546.1	2397	2218	26	3.61627
NM_001178547.3	1395	1216	43	10.909
NM_001178548.3	1656	1477	12	2.5064
NM_001178549.1	636	457	0	0
NM_001178550.4	2538	2359	24	3.13858
NM_001178551.2	2775	2596	8	0.950681
NM_001178552.2	1128	949	8	2.6006
NM_001178553.3	1215	1036	17	5.06219
NM_001178555.4	1398	1219	7	1.77151
NM_001178556.1	5508	5329	21	1.21569
NM_001178558.1	429	250	6	7.4039
NM_001178559.3	975	796	5	1.93779
NM_001178560.3	2019	1840	35	5.86813
NM_001178561.1	825	646	0	0
NM_001178562.1	1584	1405	28	6.14796
NM_001178563.3	1878	1699	19	3.44992
NM_001178564.3	2025	1846	18	3.00809
NM_001178565.1	561	382	3	2.42274
NM_001178566.1	3543	3364	75.6373	6.93633
NM_001178567.3	384	205	1.8953	2.85216
NM_001178568.3	1683	1504	8.1047	1.66241
NM_001178569.1	1101	922	35	11.7108
NM_001178570.3	1632	1453	14	2.97243
NM_001178571.3	1635	1456	7	1.48315
NM_001178573.1	2703	2524	15	1.83337
NM_001178575.1	1563	1384	16	3.56643
NM_001178576.3	915	736	4	1.67661
NM_001178577.3	2865	2686	37	4.24957
NM_001178578.1	405	226	18	24.5705
NM_001178579.3	912	733	5	2.10434
NM_001178581.3	1242	1063	10	2.90212
NM_001178582.1	1155	976	27	8.53421
NM_001178583.3	3363	3184	41	3.97247
NM_001178584.3	1311	1132	13	3.5428
NM_001178585.1	2550	2371	18	2.34202
NM_001178586.1	2196	2017	25	3.8237
NM_001178587.3	1590	1411	2	0.437273
NM_001178588.3	1353	1174	3	0.78832
NM_001178589.1	1467	1288	6	1.43709
NM_001178590.1	717	538	6	3.44047
NM_001178591.3	1347	1168	15	3.96185
NM_001178592.3	489	310	8	7.96118
NM_001178593.1	3390	3211	46	4.41944
NM_001178594.1	1164	985	8	2.50555
NM_001178595.3	1452	1273	7	1.69636
NM_001178596.3	1659	1480	7	1.4591
NM_001178597.1	1113	934	11	3.63325
NM_001178598.1	1572	1393	2	0.442923
NM_001178599.3	924	745	6	2.48453
NM_001178600.3	444	265	3	3.49241
NM_001178601.1	366	187	9	14.8474
NM_001178602.1	528	349	4	3.53577
NM_001178603.3	2085	1906	17	2.75154
NM_001178604.1	717	538	12	6.88095
NM_001178605.1	840	661	8	3.73369
NM_001178606.3	429	250	2	2.46797
NM_001178607.3	2067	1888	8	1.30719
NM_001178608.1	2001	1822	34	5.75678
NM_001178609.1	699	520	4	2.37304
NM_001178610.3	321	142	0	0
NM_001178611.3	1473	1294	26	6.19853
NM_001178612.1	600	421	6	4.39662
NM_001178613.2	963	784	6	2.36094
NM_001178615.4	1182	1003	2	0.615146
NM_001178616.3	318	139	4	8.87758
NM_001178617.1	417	238	4	5.1848
NM_001178618.2	1638	1459	6	1.26866
NM_001178619.3	1260	1081	6	1.71228
NM_001178620.3	1443	1264	11	2.68469
NM_001178621.1	1311	1132	15	4.08784
NM_001178622.1	1584	1405	5	1.09785
NM_001178623.4	5751	5572	47	2.60217
NM_001178624.3	2424	2245	37	5.08434
NM_001178626.1	606	427	10	7.22473
NM_001178627.1	1338	1159	28	7.45288
NM_001178628.3	1914	1735	5	0.889037
NM_001178629.3	2637	2458	13	1.63159
NM_001178630.1	441	262	7	8.24226
NM_001178631.1	1473	1294	52	12.3971
NM_001178632.3	2394	2215	11	1.53203
NM_001178633.4	435	256	4	4.82025
NM_001178634.1	1614	1435	142	30.5271
NM_001178635.1	1284	1105	82	22.8929
NM_001178636.4	1452	1273	11	2.66571
NM_001178637.4	2718	2539	21	2.55156
NM_001178638.1	966	787	21	8.23178
NM_001178639.1	900	721	5	2.13936
NM_001178641.3	1425	1246	16	3.96142
NM_001178642.3	2580	2401	14	1.79881
NM_001178643.2	3651	3472	17	1.51049
NM_001178644.1	1725	1546	1	0.199545
NM_001178645.3	1407	1228	1.50183	0.377286
NM_001178646.1	1845	1666	10	1.85172
NM_001178647.3	1755	1576	3.42518	0.670466
NM_001178649.3	363	184	0	0
NM_001178650.1	1140	961	6.74776	2.16614
NM_001178651.1	567	388	18	14.3117
NM_001178652.2	792	613	7	3.52279
NM_001178653.1	1566	1387	9	2.00178
NM_001178654.1	771	592	8	4.16886
NM_001178657.1	1158	979	16	5.04181
NM_001178658.1	930	751	20	8.2156
NM_001178659.1	780	601	26	13.3459
NM_001178660.1	1284	1105	43	12.0048
NM_001178662.1	4911	4732	50	3.25968
NM_001178663.1	1143	964	2	0.640033
NM_001178664.1	1494	1315	27	6.33414
NM_001178665.1	1095	916	0	0
NM_001178666.2	5314	5135	80.1074	4.81262
NM_001178667.1	1317	1138	0.0302839	0.00820954
NM_001178670.1	3114	2935	4	0.420437
NM_001178671.1	1902	1723	19	3.40187
NM_001178672.1	1539	1360	8	1.81468
NM_001178673.1	1218	1039	15	4.45374
NM_001178674.1	1323	1144	16	4.31463
NM_001178675.1	2400	2221	22	3.05579
NM_001178676.1	894	715	17	7.33487
NM_001178677.1	1041	862	9	3.22095
NM_001178678.1	507	328	2	1.88107
NM_001178679.1	1065	886	19	6.6156
NM_001178680.1	333	154	19	38.0612
NM_001178681.1	1701	1522	2	0.405382
NM_001178682.1	1305	1126	55	15.0686
NM_001178683.1	1587	1408	3	0.657306
NM_001178684.1	2238	2059	16	2.39725
NM_001178685.1	1503	1324	116	27.0283
NM_001178687.1	360	181	5	8.52198
NM_001178688.1	1569	1390	248	55.041
NM_001178689.1	1254	1075	18	5.16551
NM_001178690.1	2283	2104	75	10.9968
NM_001178692.1	777	598	3	1.54764
NM_001178693.1	1392	1213	2	0.508649
NM_001178694.1	939	760	2	0.811831
NM_001178695.1	966	787	145	56.8385
NM_001178696.1	1752	1573	22	4.31463
NM_001178697.1	1251	1072	20	5.75552
NM_001178698.1	2526	2347	15	1.97164
NM_001178699.1	1008	829	11	4.09343
NM_001178700.1	435	256	5	6.02531
NM_001178701.1	2139	1960	81	12.7491
NM_001178702.1	459	280	2.39316	2.63672
NM_001178703.1	951	772	11	4.39567
NM_001178704.1	3291	3112	35	3.46959
NM_001178705.1	1272	1093	12	3.38696
NM_001178706.1	1083	904	78	26.618
NM_001178707.1	528	349	0	0
NM_001178708.1	633	454	4.98901	3.39006
NM_001178709.1	783	604	0	0
NM_001178710.1	1377	1198	1	0.257509
NM_001178711.1	1848	1669	0	0
NM_001178713.1	582	403	5	3.82749
NM_001178715.1	969	790	23	8.98152
NM_001178716.1	552	373	6	4.9624
NM_001178717.1	744	565	30	16.3803
NM_001178718.1	1383	1204	14	3.58716
NM_001178720.1	720	541	2	1.14047
NM_001178721.1	1812	1633	66	12.4683
NM_001178722.1	798	619	15	7.47567
NM_001178723.1	852	673	3	1.37517
NM_001178724.1	3150	2971	122	12.668
NM_001178725.1	1251	1072	1111	319.719
NM_001178727.1	1749	1570	12	2.35793
NM_001178728.1	954	775	7	2.78641
NM_001178729.1	873	694	2	0.889037
NM_001178730.1	2862	2683	49	5.6341
NM_001178731.1	666	487	10	6.33462
NM_001178732.1	1092	913	4	1.35157
NM_001178733.1	648	469	2	1.31555
NM_001178734.1	267	88.0006	1	3.50561
NM_001178735.1	999	820	18	6.77186
NM_001178737.1	1836	1657	16	2.97884
NM_001178738.1	1479	1300	7	1.66113
NM_001178739.1	123	6.43085	0	0
NM_001178741.1	2229	2050	29	4.36409
NM_001178742.1	630	451	4	2.7361
NM_001178743.1	1539	1360	12	2.72202
NM_001178744.1	2613	2434	48	6.08373
NM_001178745.1	414	235	19.4202	25.4939
NM_001178746.1	6504	6325	39	1.90219
NM_001178747.1	3681	3502	92	8.1044
NM_001178748.1	1044	865	16	5.70628
NM_001178749.1	1185	1006	14	4.29318
NM_001178750.1	1002	823	27	10.1208
NM_001178751.1	2772	2593	38	4.52096
NM_001178752.1	1929	1750	5	0.881417
NM_001178753.1	633	454	4.98901	3.39006
NM_001178754.1	528	349	0	0
NM_001178756.1	4224	4045	63	4.80476
NM_001178757.1	384	205	3	4.51457
NM_001178758.1	1074	895	9	3.10219
NM_001178759.1	1476	1297	8	1.90283
NM_001178760.1	510	331	4	3.72805
NM_001178761.1	828	649	4	1.90136
NM_001178762.1	1833	1654	6.51181	1.21455
NM_001178764.1	309	130	0.488189	1.15849
NM_001178765.1	669	490	2	1.25917
NM_001178766.1	1452	1273	13	3.15039
NM_001178767.1	1545	1366	45	10.1627
NM_001178768.1	1692	1513	4	0.815587
NM_001178769.1	2772	2593	14	1.66562
NM_001178770.1	777	598	1	0.515879
NM_001178771.1	336	157	0	0
NM_001178772.1	1896	1717	26	4.67146
NM_001178774.1	474	295	2	2.0915
NM_001178776.1	1695	1516	25	5.08733
NM_001178777.1	1464	1285	6	1.44045
NM_001178778.1	3198	3019	62	6.33546
NM_001178779.1	1563	1384	13	2.89772
NM_001178780.1	957	778	24	9.51658
NM_001178781.1	441	262	5	5.88733
NM_001178782.1	1548	1369	3	0.676032
NM_001178783.1	3996	3817	15	1.21232
NM_001178784.1	783	604	3	1.53226
NM_001178785.1	753	574	12	6.44939
NM_001178786.2	2391	2212	31	4.3234
NM_001178787.1	4284	4105	31	2.32969
NM_001178788.1	387	208	23	34.1125
NM_001178789.1	384	205	6	9.02915
NM_001178790.1	2142	1963	57	8.95785
NM_001178792.1	573	394	1	0.782984
NM_001178794.1	1779	1600	53	10.2189
NM_001178795.1	4830	4651	17	1.12759
NM_001178796.1	549	370	4	3.33509
NM_001178797.2	2163	1984	10	1.55492
NM_001178798.1	3057	2878	11	1.1791
NM_001178799.1	6327	6148	229	11.4908
NM_001178800.1	1176	997	13	4.02251
NM_001178801.1	1089	910	1	0.339006
NM_001178802.1	360	181	1.02198	1.74186
NM_001178804.1	381	202	12	18.3265
NM_001178805.1	1557	1378	5	1.11936
NM_001178806.1	468	289	3	3.20238
NM_001178807.1	951	772	1	0.399606
NM_001178808.1	549	370	2	1.66755
NM_001178809.1	1107	928	1.68577	0.560401
NM_001178811.1	375	196	0	0
NM_001178812.1	1086	907	3	1.02038
NM_001178813.1	2499	2320	20	2.65945
NM_001178814.1	1092	913	5	1.68946
NM_001178815.1	948	769	4	1.60466
NM_001178816.1	678	499	27	16.6922
NM_001178817.3	1293	1114	55	15.2309
NM_001178818.1	336	157	7	13.7546
NM_001178819.1	1029	850	7	2.54055
NM_001178820.3	849	670	9	4.14397
NM_001178821.1	1008	829	10	3.7213
NM_001178822.1	2001	1822	57.1784	9.68128
NM_001178824.3	846	667	91	42.0886
NM_001178826.1	2115	1936	30	4.78041
NM_001178827.1	657	478	4	2.58156
NM_001178828.3	1737	1558	62	12.2765
NM_001178830.1	1656	1477	19	3.96846
NM_001178831.1	1482	1303	9	2.13082
NM_001178832.3	1014	835	13	4.80293
NM_001178833.1	840	661	11	5.13382
NM_001178834.3	804	625	2	0.987187
NM_001178835.1	1683	1504	10	2.05117
NM_001178836.3	804	625	0	0
NM_001178837.1	4380	4201	68	4.99351
NM_001178838.1	2049	1870	17	2.80451
NM_001178839.3	648	469	5	3.28887
NM_001178840.1	3567	3388	44	4.00644
NM_001178841.1	381	202	17	25.9625
NM_001178842.3	483	304	52	52.769
NM_001178844.1	939	760	6	2.43549
NM_001178845.1	1935	1756	5	0.878405
NM_001178846.3	3648	3469	209	18.5862
NM_001178847.1	2916	2737	33	3.71953
NM_001178848.1	420	241	60	76.8039
NM_001178849.3	474	295	157	164.183
NM_001178850.1	501	322	1	0.958062
NM_001178851.1	1503	1324	22	5.12606
NM_001178852.3	1197	1018	48	14.546
NM_001178853.1	684	505	11	6.71971
NM_001178854.1	342	163	4	7.57045
NM_001178855.3	1404	1225	31	7.80683
NM_001178856.1	1488	1309	3	0.707019
NM_001178857.1	1557	1378	29	6.49229
NM_001178858.3	2871	2692	28	3.20872
NM_001178859.1	501	322	4	3.83225
NM_001178861.1	1164	985	39	12.2146
NM_001178862.3	1413	1234	26	6.49991
NM_001178863.1	459	280	0	0
NM_001178864.1	363	184	0.0909091	0.152419
NM_001178865.3	1182	1003	13	3.99845
NM_001178866.1	771	592	39	20.3232
NM_001178867.1	1530	1351	11	2.51181
NM_001178868.3	2202	2023	17	2.5924
NM_001178869.1	498	319	26.449	25.5781
NM_001178870.1	3069	2890	48	5.12381
NM_001178871.3	1206	1027	14	4.2054
NM_001178872.1	702	523	2	1.17972
NM_001178873.1	1674	1495	35	7.22231
NM_001178875.1	1908	1729	150	26.7637
NM_001178876.1	3003	2824	26	2.84026
NM_001178877.3	1848	1669	7	1.29387
NM_001178878.1	1773	1594	28	5.419
NM_001178879.1	1443	1264	3	0.732189
NM_001178880.3	1887	1708	11	1.9868
NM_001178881.1	540	361	1	0.854559
NM_001178882.1	588	409	1	0.754269
