target_id	length	eff_length	est_counts	tpm
NM_001178257.1	4740	4561	208	8.02448
NM_001178258.1	402	223	2	1.57812
NM_001178259.1	1563	1384	6	0.762832
NM_001178260.1	1725	1546	28	3.18686
NM_001178261.1	435	256	0	0
NM_001178262.1	3402	3223	163	8.899
NM_001178263.1	2607	2428	31	2.24661
NM_001178264.1	2055	1876	86	8.06639
NM_001178265.1	438	259	0	0
NM_001178266.1	288	109	12	19.3717
NM_001178267.1	570	391	645.37	290.433
NM_001178268.1	321	142	20	24.7831
NM_001178269.1	1131	952	8	1.47866
NM_001178270.1	957	778	151	34.1516
NM_001178271.1	1017	838	8	1.67981
NM_001178272.1	1146	967	57	10.372
NM_001178273.1	1038	859	7	1.4339
NM_001178274.1	4542	4363	36	1.45188
NM_001178275.1	2118	1939	15	1.36122
NM_001178276.1	774	595	23	6.80181
NM_001178277.1	3078	2899	24	1.45672
NM_001178278.1	699	520	9	3.04546
NM_001178279.1	1740	1561	137	15.443
NM_001178280.1	660	481	15	5.48732
NM_001178281.1	726	547	40	12.8673
NM_001178282.1	1920	1741	68	6.87265
NM_001178283.1	774	595	1	0.295731
NM_001178284.1	369	190	0	0
NM_001178285.1	1374	1195	39	5.74263
NM_001178286.1	1326	1147	11	1.6875
NM_001178287.1	4146	3967	317	14.0608
NM_001178289.1	417	238	3	2.21798
NM_001178290.1	879	700	24	6.03291
NM_001178291.1	2007	1828	80	7.70065
NM_001178292.1	2496	2317	26	1.97452
NM_001178294.1	1578	1399	20	2.51551
NM_001178295.1	1257	1078	10	1.63228
NM_001178296.2	1407	1228	86	12.3229
NM_001178297.2	627	448	9	3.53491
NM_001178298.1	1272	1093	62	9.98126
NM_001178299.1	582	403	4	1.7465
NM_001178300.1	2064	1885	18	1.68025
NM_001178301.1	2091	1912	25	2.30073
NM_001178303.1	3336	3157	19	1.05899
NM_001178304.1	786	607	12	3.47862
NM_001178306.1	3447	3268	16	0.861493
NM_001178307.2	2244	2065	36	3.06758
NM_001178308.2	981	802	16	3.51042
NM_001178309.1	1290	1111	17	2.69246
NM_001178312.1	603	424	707.592	293.651
NM_001178314.1	1068	889	2	0.39586
NM_001178315.1	1950	1771	6	0.596138
NM_001178316.1	3219	3040	589	34.0922
NM_001178318.1	354	175	1	1.00549
NM_001178319.1	4509	4330	134	5.44541
NM_001178320.2	1626	1447	7	0.851223
NM_001178321.1	1107	928	37.7394	7.15585
NM_001178322.1	1377	1198	17	2.49693
NM_001178324.2	2277	2098	9.21753	0.773077
NM_001178325.1	2943	2764	77	4.90192
NM_001178326.1	1401	1222	15	2.1599
NM_001178327.1	414	235	136.911	102.514
NM_001178328.2	8364	8185	48	1.0319
NM_001178329.1	1380	1201	15	2.19767
NM_001178330.1	534	355	4	1.98265
NM_001178331.2	1266	1087	78	12.6264
NM_001178332.1	393	214	503	413.588
NM_001178333.1	663	484	11	3.99909
NM_001178335.1	813	634	5	1.3877
NM_001178337.2	2265	2086	18	1.51835
NM_001178338.1	1383	1204	15	2.19219
NM_001178339.2	1638	1459	173	20.8643
NM_001178341.1	3354	3175	41	2.27224
NM_001178342.1	648	469	4	1.50072
NM_001178343.1	1461	1282	11	1.5098
NM_001178344.1	3117	2938	17	1.01815
NM_001178345.2	3456	3277	77	4.13455
NM_001178346.2	3033	2854	22	1.35638
NM_001178347.1	591	412	6	2.56252
NM_001178349.1	2343	2164	29	2.35806
NM_001178350.1	861	682	12	3.09607
NM_001178351.1	1422	1243	18	2.54809
NM_001178352.2	1302	1123	7	1.09681
NM_001178353.1	642	463	5	1.90022
NM_001178354.1	1494	1315	12	1.60572
NM_001178355.2	2211	2032	20	1.73189
NM_001178356.1	1647	1468	14	1.67809
NM_001178357.1	312	133	85.4118	113
NM_001178358.1	411	232	88.2472	66.9309
NM_001178359.1	864	685	262	67.3015
NM_001178361.1	390	211	0	0
NM_001178362.1	612	433	13	5.28286
NM_001178363.1	1794	1615	66	7.19093
NM_001178364.1	387	208	28	23.6869
NM_001178365.1	2757	2578	133	9.07784
NM_001178366.1	1101	922	0	0
NM_001178367.1	2100	1921	3	0.274794
NM_001178368.1	1587	1408	1	0.124972
NM_001178369.1	1902	1723	12	1.22549
NM_001178370.1	534	355	5	2.47831
NM_001178371.1	3498	3319	75	3.9762
NM_001178372.1	906	727	14	3.3885
NM_001178373.1	1185	1006	335	58.595
NM_001178374.1	1143	964	20	3.65062
NM_001178376.1	1578	1399	18	2.26396
NM_001178377.1	1374	1195	30	4.4174
NM_001178378.1	1659	1480	16	1.90227
NM_001178379.1	1089	910	718.46	138.923
NM_001178381.1	2760	2581	16	1.0908
NM_001178382.1	1047	868	32	6.487
NM_001178383.1	687	508	25	8.65945
NM_001178384.1	1233	1054	57	9.51586
NM_001178385.1	888	709	5	1.2409
NM_001178386.1	2892	2713	69	4.47521
NM_001178387.1	936	757	36	8.36798
NM_001178388.1	897	718	1	0.24507
NM_001178389.1	2010	1831	47	4.51672
NM_001178390.1	1194	1015	15	2.60039
NM_001178391.2	2070	1891	12	1.11662
NM_001178392.2	1719	1540	10	1.1426
NM_001178393.2	1920	1741	7	0.707478
NM_001178394.1	1005	826	16	3.40843
NM_001178395.1	528	349	0	0
NM_001178396.1	471	292	454.693	273.999
NM_001178397.1	2433	2254	48	3.74715
NM_001178398.1	1017	838	5	1.04988
NM_001178400.1	633	454	22	8.52669
NM_001178401.1	1077	898	18	3.52704
NM_001178402.1	1035	856	28	5.7557
NM_001178403.1	2700	2521	25	1.74494
NM_001178404.1	1506	1327	18	2.3868
NM_001178405.1	1101	922	9	1.71761
NM_001178406.1	2346	2167	37	3.00439
NM_001178407.1	3327	3148	76	4.24808
NM_001178408.1	1863	1684	25	2.61223
NM_001178409.3	933	754	12	2.80042
NM_001178410.1	543	364	9	4.35066
NM_001178411.1	1215	1036	14	2.37784
NM_001178413.3	1095	916	10	1.92096
NM_001178414.1	663	484	5	1.81777
NM_001178415.1	633	454	36	13.9528
NM_001178416.4	1830	1651	141	15.0275
NM_001178417.1	1860	1681	100	10.4676
NM_001178418.1	714	535	5	1.64449
NM_001178419.3	636	457	10	3.85033
NM_001178420.1	645	466	12	4.53116
NM_001178421.4	2877	2698	73	4.76096
NM_001178422.2	2931	2752	96	6.13814
NM_001178424.2	1065	886	3	0.595801
NM_001178425.3	489	310	6	3.40568
NM_001178426.2	1290	1111	369	58.4421
NM_001178427.1	2895	2716	323	20.926
NM_001178428.3	2277	2098	76	6.37415
NM_001178429.1	3999	3820	61	2.80983
NM_001178430.1	447	268	56	36.7678
NM_001178431.3	1461	1282	41	5.62742
NM_001178432.1	2928	2749	152	9.72932
NM_001178433.3	924	745	4	0.944751
NM_001178434.1	2841	2662	126	8.32868
NM_001178435.3	1065	886	10	1.986
NM_001178436.1	777	598	27	7.94468
NM_001178438.4	369	190	3	2.77832
NM_001178439.1	330	151	1	1.1653
NM_001178440.1	1404	1225	110.019	15.8031
NM_001178441.3	1404	1225	36.4919	5.24173
NM_001178442.2	2262	2083	22	1.85843
NM_001178443.1	1293	1114	12	1.89544
NM_001178444.3	693	514	8	2.73868
NM_001178445.2	4365	4186	31	1.3031
NM_001178446.1	2076	1897	28	2.59719
NM_001178449.3	873	694	98	24.8474
NM_001178450.1	2262	2083	27	2.28081
NM_001178451.1	1608	1429	9	1.10822
NM_001178452.3	990	811	6	1.3018
NM_001178453.1	1089	910	13	2.51371
NM_001178454.1	567	388	86	39.0014
NM_001178455.3	738	559	2	0.629553
NM_001178456.2	2844	2665	19	1.2545
NM_001178457.1	444	265	35	23.24
NM_001178458.3	1350	1171	21	3.15556
NM_001178459.1	696	517	36	12.2525
NM_001178460.3	2901	2722	110.74	7.15867
NM_001178462.1	2373	2194	14	1.12281
NM_001178463.1	4179	4000	99	4.35501
NM_001178465.3	2046	1867	11	1.03672
NM_001178466.1	1377	1198	5541.61	813.942
NM_001178467.1	897	718	3	0.735209
NM_001178468.3	489	310	4	2.27045
NM_001178469.2	2004	1825	342	32.9744
NM_001178470.1	534	355	15	7.43493
NM_001178471.3	1950	1771	7	0.695494
NM_001178473.1	1182	1003	16	2.80694
NM_001178474.1	1488	1309	112	15.0554
NM_001178475.3	1554	1375	403	51.5723
NM_001178476.1	1035	856	0	0
NM_001178477.1	987	808	11	2.39549
NM_001178478.3	1278	1099	27	4.32295
NM_001178479.3	2115	1936	11	0.999772
NM_001178480.1	1791	1612	18	1.96481
NM_001178481.1	2484	2305	39	2.9772
NM_001178483.3	453	274	20	12.8438
NM_001178484.3	7107	6928	41	1.04133
NM_001178485.2	540	361	6	2.92454
NM_001178486.2	1575	1396	3	0.378137
NM_001178487.3	1527	1348	33	4.30763
NM_001178488.3	9279	9100	194	3.75123
NM_001178489.2	1014	835	9	1.89657
NM_001178490.1	2322	2143	48	3.94124
NM_001178491.3	1314	1135	105	16.2782
NM_001178493.3	1056	877	5	1.00319
NM_001178494.1	837	658	23	6.15058
NM_001178495.1	891	712	0	0
NM_001178496.3	1830	1651	1	0.106578
NM_001178497.3	1035	856	57	11.717
NM_001178498.1	3285	3106	20.1571	1.14194
NM_001178499.1	951	772	49	11.1684
NM_001178500.3	876	697	4	1.00981
NM_001178501.3	735	556	6	1.89885
NM_001178502.1	648	469	26	9.75471
NM_001178503.1	1158	979	25	4.49336
NM_001178504.3	2097	1918	7	0.64219
NM_001178505.3	768	589	8	2.38995
NM_001178506.1	1650	1471	91	10.8854
NM_001178507.1	1044	865	69	14.0361
NM_001178508.3	897	718	12	2.94083
NM_001178509.3	1131	952	4	0.739328
NM_001178510.1	1368	1189	210	31.0779
NM_001178511.3	1758	1579	12	1.33725
NM_001178512.3	552	373	23	10.8501
NM_001178513.1	834	655	9	2.41777
NM_001178514.1	1359	1180	14	2.08766
NM_001178515.3	423	244	7	5.04803
NM_001178516.3	1242	1063	16	2.6485
NM_001178517.1	2082	1903	36	3.32872
NM_001178518.1	1743	1564	25	2.81266
NM_001178519.3	621	442	34	13.5354
NM_001178520.3	2223	2044	50	4.3043
NM_001178521.1	447	268	22	14.4445
NM_001178523.1	948	769	5	1.14408
NM_001178524.3	939	760	1	0.231526
NM_001178525.3	1356	1177	29	4.33546
NM_001178527.1	2568	2389	26	1.91501
NM_001178528.1	1719	1540	0	0
NM_001178529.3	711	532	544.67	180.15
NM_001178530.3	1359	1180	2	0.298237
NM_001178531.1	951	772	8	1.82342
NM_001178532.3	1572	1393	0	0
NM_001178533.3	837	658	8	2.13933
NM_001178534.1	1695	1516	2	0.232137
NM_001178535.1	843	664	47	12.455
NM_001178536.3	423	244	3	2.16344
NM_001178537.3	588	409	639.231	275.01
NM_001178539.1	483	304	391.172	226.416
NM_001178540.1	1134	955	10	1.84251
NM_001178541.3	672	493	3	1.07075
NM_001178542.3	372	193	2	1.82342
NM_001178543.1	1269	1090	9	1.45288
NM_001178544.1	1665	1486	875	103.61
NM_001178545.1	654	475	8	2.96354
NM_001178546.1	2397	2218	30	2.37998
NM_001178547.3	1395	1216	40	5.78816
NM_001178548.3	1656	1477	17	2.02527
NM_001178549.1	636	457	3	1.1551
NM_001178550.4	2538	2359	47	3.50577
NM_001178551.2	2775	2596	5	0.338906
NM_001178552.2	1128	949	13	2.41041
NM_001178553.3	1215	1036	56	9.51135
NM_001178555.4	1398	1219	16	2.30956
NM_001178556.1	5508	5329	52	1.717
NM_001178558.1	429	250	0	0
NM_001178559.3	975	796	2	0.44211
NM_001178560.3	2019	1840	28	2.67765
NM_001178561.1	825	646	0	0
NM_001178562.1	1584	1405	17	2.12905
NM_001178563.3	1878	1699	20	2.07134
NM_001178564.3	2025	1846	22	2.09703
NM_001178565.1	561	382	1	0.460628
NM_001178566.1	3543	3364	158.446	8.28779
NM_001178567.3	384	205	0.00741031	0.00636058
NM_001178568.3	1683	1504	21.9926	2.57302
NM_001178569.1	1101	922	149	28.436
NM_001178570.3	1632	1453	39	4.72294
NM_001178571.3	1635	1456	7	0.845961
NM_001178573.1	2703	2524	15	1.04572
NM_001178575.1	1563	1384	16	2.03422
NM_001178576.3	915	736	5	1.19538
NM_001178577.3	2865	2686	72	4.71672
NM_001178578.1	405	226	7	5.45009
NM_001178579.3	912	733	3	0.720164
NM_001178581.3	1242	1063	7	1.15872
NM_001178582.1	1155	976	64	11.5384
NM_001178583.3	3363	3184	30	1.65791
NM_001178584.3	1311	1132	19	2.95339
NM_001178585.1	2550	2371	23	1.70691
NM_001178586.1	2196	2017	61	5.32155
NM_001178587.3	1590	1411	9	1.12235
NM_001178588.3	1353	1174	2	0.299761
NM_001178589.1	1467	1288	5	0.683074
NM_001178590.1	717	538	10	3.27063
NM_001178591.3	1347	1168	27	4.06757
NM_001178592.3	489	310	13	7.37897
NM_001178593.1	3390	3211	104	5.69911
NM_001178594.1	1164	985	19	3.39415
NM_001178595.3	1452	1273	41	5.66721
NM_001178596.3	1659	1480	40	4.75567
NM_001178597.1	1113	934	104	19.593
NM_001178598.1	1572	1393	0	0
NM_001178599.3	924	745	6	1.41713
NM_001178600.3	444	265	8	5.312
NM_001178601.1	366	187	2	1.88192
NM_001178602.1	528	349	2	1.00837
NM_001178603.3	2085	1906	17	1.56942
NM_001178604.1	717	538	16	5.23301
NM_001178605.1	840	661	6	1.59722
NM_001178606.3	429	250	1	0.70384
NM_001178607.3	2067	1888	11	1.02519
NM_001178608.1	2001	1822	24	2.3178
NM_001178609.1	699	520	11	3.72223
NM_001178610.3	321	142	4	4.95662
NM_001178611.3	1473	1294	121	16.4538
NM_001178612.1	600	421	4	1.67183
NM_001178613.2	963	784	16	3.59102
NM_001178615.4	1182	1003	22	3.85954
NM_001178616.3	318	139	7	8.86129
NM_001178617.1	417	238	11	8.1326
NM_001178618.2	1638	1459	2	0.241206
NM_001178619.3	1260	1081	19	3.09273
NM_001178620.3	1443	1264	14	1.94892
NM_001178621.1	1311	1132	13	2.02074
NM_001178622.1	1584	1405	15	1.87858
NM_001178623.4	5751	5572	67	2.11581
NM_001178624.3	2424	2245	42	3.2919
NM_001178626.1	606	427	6	2.47251
NM_001178627.1	1338	1159	31	4.70644
NM_001178628.3	1914	1735	9	0.912761
NM_001178629.3	2637	2458	25	1.78967
NM_001178630.1	441	262	8	5.37282
NM_001178631.1	1473	1294	144	19.5813
NM_001178632.3	2394	2215	2	0.15888
NM_001178633.4	435	256	1	0.687344
NM_001178634.1	1614	1435	339	41.5682
NM_001178635.1	1284	1105	43	6.84731
NM_001178636.4	1452	1273	13	1.79692
NM_001178637.4	2718	2539	21	1.45536
NM_001178638.1	966	787	22	4.91883
NM_001178639.1	900	721	2	0.4881
NM_001178641.3	1425	1246	11	1.55342
NM_001178642.3	2580	2401	8	0.586289
NM_001178643.2	3651	3472	14	0.709516
NM_001178644.1	1725	1546	5	0.569081
NM_001178645.3	1407	1228	6.92587	0.992407
NM_001178646.1	1845	1666	4	0.422473
NM_001178647.3	1755	1576	1	0.11165
NM_001178649.3	363	184	0	0
NM_001178650.1	1140	961	28.8791	5.28778
NM_001178651.1	567	388	30	13.6052
NM_001178652.2	792	613	8	2.29638
NM_001178653.1	1566	1387	7	0.888046
NM_001178654.1	771	592	9	2.67507
NM_001178657.1	1158	979	11	1.97708
NM_001178658.1	930	751	69	16.1668
NM_001178659.1	780	601	11	3.22056
NM_001178660.1	1284	1105	54	8.59895
NM_001178662.1	4911	4732	89	3.30948
NM_001178663.1	1143	964	4	0.730124
NM_001178664.1	1494	1315	56	7.49335
NM_001178665.1	1095	916	0	0
NM_001178666.2	5314	5135	107.911	3.69775
NM_001178667.1	1317	1138	0.931396	0.144014
NM_001178670.1	3114	2935	36	2.15828
NM_001178671.1	1902	1723	20	2.04248
NM_001178672.1	1539	1360	16	2.07012
NM_001178673.1	1218	1039	45	7.62098
NM_001178674.1	1323	1144	15	2.30717
NM_001178675.1	2400	2221	192	15.2113
NM_001178676.1	894	715	46	11.3205
NM_001178677.1	1041	862	4	0.81652
NM_001178678.1	507	328	4	2.14585
NM_001178679.1	1065	886	5	0.993002
NM_001178680.1	333	154	20	22.8519
NM_001178681.1	1701	1522	12	1.38733
NM_001178682.1	1305	1126	196	30.6289
NM_001178683.1	1587	1408	16	1.99954
NM_001178684.1	2238	2059	12	1.02551
NM_001178685.1	1503	1324	100	13.29
NM_001178687.1	360	181	9	8.74939
NM_001178688.1	1569	1390	352	44.5596
NM_001178689.1	1254	1075	14	2.29157
NM_001178690.1	2283	2104	119	9.95211
NM_001178692.1	777	598	3	0.882742
NM_001178693.1	1392	1213	0	0
NM_001178694.1	939	760	12	2.77832
NM_001178695.1	966	787	90	20.1225
NM_001178696.1	1752	1573	7	0.783039
NM_001178697.1	1251	1072	9	1.47728
NM_001178698.1	2526	2347	68	5.09812
NM_001178699.1	1008	829	14	2.97158
NM_001178700.1	435	256	0	0
NM_001178701.1	2139	1960	84	7.54114
NM_001178702.1	459	280	2.39316	1.50393
NM_001178703.1	951	772	34	7.74953
NM_001178704.1	3291	3112	37	2.09207
NM_001178705.1	1272	1093	19	3.05877
NM_001178706.1	1083	904	80	15.5717
NM_001178707.1	528	349	0	0
NM_001178708.1	633	454	3	1.16273
NM_001178709.1	783	604	0	0
NM_001178710.1	1377	1198	0	0
NM_001178711.1	1848	1669	1	0.105428
NM_001178713.1	582	403	0	0
NM_001178715.1	969	790	47	10.4685
NM_001178716.1	552	373	1	0.471743
NM_001178717.1	744	565	45	14.0145
NM_001178718.1	1383	1204	27	3.94595
NM_001178720.1	720	541	2	0.650499
NM_001178721.1	1812	1633	56	6.03414
NM_001178722.1	798	619	24	6.82236
NM_001178723.1	852	673	1	0.261456
NM_001178724.1	3150	2971	104	6.15949
NM_001178725.1	1251	1072	2561	420.367
NM_001178727.1	1749	1570	8	0.896611
NM_001178728.1	954	775	9	2.04341
NM_001178729.1	873	694	26	6.59216
NM_001178730.1	2862	2683	112	7.34533
NM_001178731.1	666	487	9	3.25183
NM_001178732.1	1092	913	2	0.385454
NM_001178733.1	648	469	2	0.750362
NM_001178734.1	267	88.0006	1	1.99953
NM_001178735.1	999	820	49	10.5147
NM_001178737.1	1836	1657	24	2.54861
NM_001178738.1	1479	1300	9	1.21818
NM_001178739.1	123	6.43085	0	0
NM_001178741.1	2229	2050	24	2.06002
NM_001178742.1	630	451	3	1.17047
NM_001178743.1	1539	1360	11	1.42321
NM_001178744.1	2613	2434	77	5.56652
NM_001178745.1	414	235	257.905	193.11
NM_001178746.1	6504	6325	27	0.751133
NM_001178747.1	3681	3502	61	3.06498
NM_001178748.1	1044	865	56	11.3916
NM_001178749.1	1185	1006	32	5.59714
NM_001178750.1	1002	823	23	4.91747
NM_001178751.1	2772	2593	33	2.23937
NM_001178752.1	1929	1750	5	0.502743
NM_001178753.1	633	454	3	1.16273
NM_001178754.1	528	349	0	0
NM_001178756.1	4224	4045	45	1.95753
NM_001178757.1	384	205	15	12.8751
NM_001178758.1	1074	895	20	3.93207
NM_001178759.1	1476	1297	4	0.542668
NM_001178760.1	510	331	6	3.18961
NM_001178761.1	828	649	6	1.62675
NM_001178762.1	1833	1654	21	2.23407
NM_001178764.1	309	130	0	0
NM_001178765.1	669	490	12	4.30922
NM_001178766.1	1452	1273	25	3.45562
NM_001178767.1	1545	1366	248	31.9459
NM_001178768.1	1692	1513	14	1.62818
NM_001178769.1	2772	2593	59	4.00372
NM_001178770.1	777	598	9	2.64823
NM_001178771.1	336	157	1	1.12076
NM_001178772.1	1896	1717	22	2.25458
NM_001178774.1	474	295	3	1.78942
NM_001178776.1	1695	1516	19	2.2053
NM_001178777.1	1464	1285	6	0.821603
NM_001178778.1	3198	3019	67	3.90504
NM_001178779.1	1563	1384	8	1.01711
NM_001178780.1	957	778	31	7.01126
NM_001178781.1	441	262	6	4.02962
NM_001178782.1	1548	1369	24	3.08476
NM_001178783.1	3996	3817	20	0.92198
NM_001178784.1	783	604	2	0.582649
NM_001178785.1	753	574	6	1.8393
NM_001178786.2	2391	2212	92	7.31841
NM_001178787.1	4284	4105	30	1.28594
NM_001178788.1	387	208	14	11.8435
NM_001178789.1	384	205	3	2.57502
NM_001178790.1	2142	1963	146	13.0872
NM_001178792.1	573	394	0	0
NM_001178794.1	1779	1600	120	13.197
NM_001178795.1	4830	4651	50	1.89164
NM_001178796.1	549	370	12	5.70681
NM_001178797.2	2163	1984	6	0.532137
NM_001178798.1	3057	2878	13	0.794816
NM_001178799.1	6327	6148	301	8.61483
NM_001178800.1	1176	997	15	2.64734
NM_001178801.1	1089	910	5	0.966813
NM_001178802.1	360	181	0	0
NM_001178804.1	381	202	20	17.4218
NM_001178805.1	1557	1378	3	0.383077
NM_001178806.1	468	289	1	0.608858
NM_001178807.1	951	772	4	0.91171
NM_001178808.1	549	370	2	0.951135
NM_001178809.1	1107	928	1	0.189612
NM_001178811.1	375	196	0	0
NM_001178812.1	1086	907	2	0.388004
NM_001178813.1	2499	2320	13	0.985983
NM_001178814.1	1092	913	2.39868	0.46229
NM_001178815.1	948	769	6	1.3729
NM_001178816.1	678	499	54	19.0418
NM_001178817.3	1293	1114	83	13.1101
NM_001178818.1	336	157	16	17.9322
NM_001178819.1	1029	850	4	0.828047
NM_001178820.3	849	670	2	0.525254
NM_001178821.1	1008	829	9	1.9103
NM_001178822.1	2001	1822	71.6701	6.92155
NM_001178824.3	846	667	169	44.5836
NM_001178826.1	2115	1936	18	1.63599
NM_001178827.1	657	478	3	1.10435
NM_001178828.3	1737	1558	77	8.69635
NM_001178830.1	1656	1477	46	5.48013
NM_001178831.1	1482	1303	14	1.89059
NM_001178832.3	1014	835	18	3.79315
NM_001178833.1	840	661	12	3.19443
NM_001178834.3	804	625	5	1.40768
NM_001178835.1	1683	1504	10	1.16995
NM_001178836.3	804	625	0	0
NM_001178837.1	4380	4201	127	5.31943
NM_001178838.1	2049	1870	11	1.03506
NM_001178839.3	648	469	6	2.25109
NM_001178840.1	3567	3388	44	2.28519
NM_001178841.1	381	202	59	51.3942
NM_001178842.3	483	304	169	97.8198
NM_001178844.1	939	760	7	1.62068
NM_001178845.1	1935	1756	2	0.20041
NM_001178846.3	3648	3469	500	25.3618
NM_001178847.1	2916	2737	52	3.34305
NM_001178848.1	420	241	89	64.9811
NM_001178849.3	474	295	319.953	190.844
NM_001178850.1	501	322	0	0
NM_001178851.1	1503	1324	31	4.11991
NM_001178852.3	1197	1018	43	7.43249
NM_001178853.1	684	505	17	5.9234
NM_001178854.1	342	163	3	3.23853
NM_001178855.3	1404	1225	139	19.9661
NM_001178856.1	1488	1309	4	0.537693
NM_001178857.1	1557	1378	88	11.2369
NM_001178858.3	2871	2692	50	3.2682
NM_001178859.1	501	322	2	1.09292
NM_001178861.1	1164	985	115	20.5435
NM_001178862.3	1413	1234	39	5.56113
NM_001178863.1	459	280	1	0.628428
NM_001178864.1	363	184	0	0
NM_001178865.3	1182	1003	17	2.98237
NM_001178866.1	771	592	101	30.0202
NM_001178867.1	1530	1351	24	3.12586
NM_001178868.3	2202	2023	22	1.91355
NM_001178869.1	498	319	247.255	136.386
NM_001178870.1	3069	2890	107	6.51478
NM_001178871.3	1206	1027	30	5.14002
NM_001178872.1	702	523	0	0
NM_001178873.1	1674	1495	57	6.70884
NM_001178875.1	1908	1729	58	5.90265
NM_001178876.1	3003	2824	32	1.99388
NM_001178877.3	1848	1669	6	0.63257
NM_001178878.1	1773	1594	40	4.41556
NM_001178879.1	1443	1264	4	0.556835
NM_001178880.3	1887	1708	49	5.04803
NM_001178881.1	540	361	8	3.89939
NM_001178882.1	588	409	2	0.86044
NM_001178884.1	1695	1516	0	0
NM_001178885.1	1509	1330	0	0
NM_001178886.1	1491	1312	106	14.2163
NM_001178887.1	696	517	2	0.680696
