target_id	length	eff_length	est_counts	tpm
NM_001178200.1	1509	1330	6	1.02498
NM_001178201.2	639	460	5	2.4696
NM_001178202.2	1149	970	36	8.43227
NM_001178203.1	1254	1075	37	7.82
NM_001178204.1	1374	1195	12	2.28153
NM_001178205.1	3969	3790	25.2333	1.51269
NM_001178206.2	285	106	0	0
NM_001178208.1	1782	1603	3	0.425208
NM_001178209.1	1620	1441	18	2.83806
NM_001178210.1	1281	1102	25	5.15433
NM_001178211.1	1866	1687	43	5.79118
NM_001178212.1	828	649	2	0.700163
NM_001178213.1	3591	3412	75.1991	5.00746
NM_001178214.1	1323	1144	1.37808e-07	2.73691e-08
NM_001178215.2	2130	1951	43	5.00755
NM_001178216.1	921	742	18	5.51166
NM_001178217.1	1308	1129	5	1.00621
NM_001178218.2	2925	2746	28	2.31671
NM_001178219.1	168	12.9312	0	0
NM_001178220.2	540	361	2	1.25874
NM_001178221.1	708	529	13	5.58343
NM_001178222.1	705	526	6	2.59167
NM_001178223.1	225	46.6066	1	4.87491
NM_001178224.1	897	718	8.97772	2.8409
NM_001178225.1	705	526	2.5	1.07986
NM_001178226.1	2064	1885	3	0.361596
NM_001178227.1	3567	3388	54	3.6213
NM_001178230.1	4614	4435	21.1521	1.08361
NM_001178235.1	300	121	0	0
NM_001178236.1	486	307	3	2.22022
NM_001178239.1	1404	1225	0	0
NM_001178241.1	315	136	13	21.7179
NM_001178242.1	396	217	32	33.5046
NM_001178243.1	399	220	27	27.884
NM_001178244.1	7482	7303	116	3.60886
NM_001178245.1	2931	2752	38	3.13725
NM_001178246.1	543	364	11	6.86602
NM_001178247.1	3735	3556	181	11.5646
NM_001178248.2	2523	2344	10	0.969295
NM_001178249.1	2031	1852	8	0.981438
NM_001178250.1	843	664	3	1.02652
NM_001178251.1	2280	2101	66	7.13726
NM_001178253.1	1206	1027	8	1.76984
NM_001178254.2	2685	2506	30	2.71991
NM_001178255.1	1581	1402	21	3.40318
NM_001178256.1	1062	883	5	1.28654
NM_001178257.1	4740	4561	169	8.41861
NM_001178258.1	402	223	0	0
NM_001178259.1	1563	1384	9	1.47748
NM_001178260.1	1725	1546	32	4.70278
NM_001178261.1	435	256	1	0.887511
NM_001178262.1	3402	3223	210	14.8038
NM_001178263.1	2607	2428	20	1.87152
NM_001178264.1	2055	1876	19	2.30109
NM_001178265.1	438	259	1	0.877231
NM_001178266.1	288	109	3	6.25329
NM_001178267.1	570	391	69.4021	40.3282
NM_001178268.1	321	142	2	3.20004
NM_001178269.1	1131	952	4	0.954634
NM_001178270.1	957	778	70	20.4424
NM_001178271.1	1017	838	7	1.89788
NM_001178272.1	1146	967	23	5.404
NM_001178273.1	1038	859	8	2.11598
NM_001178274.1	4542	4363	49	2.55167
NM_001178275.1	2118	1939	14	1.64045
NM_001178276.1	774	595	14	5.34595
NM_001178277.1	3078	2899	14	1.09722
NM_001178278.1	699	520	6	2.62157
NM_001178279.1	1740	1561	15	2.18324
NM_001178280.1	660	481	16	7.55768
NM_001178281.1	726	547	46	19.1066
NM_001178282.1	1920	1741	16	2.08802
NM_001178283.1	774	595	3	1.14556
NM_001178284.1	369	190	0	0
NM_001178285.1	1374	1195	21	3.99269
NM_001178286.1	1326	1147	11	2.17893
NM_001178287.1	4146	3967	332	19.0147
NM_001178289.1	417	238	0	0
NM_001178290.1	879	700	21	6.81609
NM_001178291.1	2007	1828	42	5.2202
NM_001178292.1	2496	2317	42	4.11848
NM_001178294.1	1578	1399	5	0.812019
NM_001178295.1	1257	1078	20	4.21527
NM_001178296.2	1407	1228	64	11.8412
NM_001178297.2	627	448	11	5.57864
NM_001178298.1	1272	1093	84	17.4612
NM_001178299.1	582	403	6	3.38267
NM_001178300.1	2064	1885	23	2.77224
NM_001178301.1	2091	1912	26	3.08958
NM_001178303.1	3336	3157	35	2.51888
NM_001178304.1	786	607	43	16.0951
NM_001178306.1	3447	3268	34	2.3638
NM_001178307.2	2244	2065	45	4.95115
NM_001178308.2	981	802	7	1.98307
NM_001178309.1	1290	1111	5	1.02252
NM_001178312.1	603	424	143.96	77.142
NM_001178314.1	1068	889	10	2.55571
NM_001178315.1	1950	1771	145	18.6022
NM_001178316.1	3219	3040	161	12.0328
NM_001178318.1	354	175	3	3.89491
NM_001178319.1	4509	4330	88	4.61752
NM_001178320.2	1626	1447	6	0.942099
NM_001178321.1	1107	928	17.4417	4.27026
NM_001178322.1	1377	1198	8	1.51721
NM_001178324.2	2277	2098	23.4126	2.53547
NM_001178325.1	2943	2764	62	5.09645
NM_001178326.1	1401	1222	13	2.41705
NM_001178327.1	414	235	17.7391	17.1506
NM_001178328.2	8364	8185	51	1.41568
NM_001178329.1	1380	1201	21	3.97274
NM_001178330.1	534	355	4	2.56003
NM_001178331.2	1266	1087	55	11.496
NM_001178332.1	393	214	96	101.923
NM_001178333.1	663	484	17	7.98027
NM_001178335.1	813	634	11	3.94201
NM_001178337.2	2265	2086	23	2.50511
NM_001178338.1	1383	1204	8	1.50965
NM_001178339.2	1638	1459	110	17.1298
NM_001178341.1	3354	3175	88	6.29728
NM_001178342.1	648	469	6	2.90665
NM_001178343.1	1461	1282	11	1.94948
NM_001178344.1	3117	2938	30	2.31997
NM_001178345.2	3456	3277	76	5.26928
NM_001178346.2	3033	2854	23	1.831
NM_001178347.1	591	412	24	13.2351
NM_001178349.1	2343	2164	57	5.98455
NM_001178350.1	861	682	25	8.32855
NM_001178351.1	1422	1243	19	3.47293
NM_001178352.2	1302	1123	11	2.2255
NM_001178353.1	642	463	5	2.45359
NM_001178354.1	1494	1315	12	2.07333
NM_001178355.2	2211	2032	18	2.01262
NM_001178356.1	1647	1468	7	1.08339
NM_001178357.1	312	133	55	93.9561
NM_001178358.1	411	232	35.3566	34.6256
NM_001178359.1	864	685	165	54.7277
NM_001178361.1	390	211	2	2.15358
NM_001178362.1	612	433	14	7.34605
NM_001178363.1	1794	1615	36	5.06458
NM_001178364.1	387	208	29	31.6773
NM_001178365.1	2757	2578	37	3.26086
NM_001178366.1	1101	922	1	0.246424
NM_001178367.1	2100	1921	9	1.06446
NM_001178368.1	1587	1408	11	1.77502
NM_001178369.1	1902	1723	9	1.18678
NM_001178370.1	534	355	6	3.84005
NM_001178371.1	3498	3319	81	5.54487
NM_001178372.1	906	727	5	1.56261
NM_001178373.1	1185	1006	292	65.9475
NM_001178374.1	1143	964	20	4.71375
NM_001178376.1	1578	1399	12	1.94884
NM_001178377.1	1374	1195	19	3.61243
NM_001178378.1	1659	1480	9	1.38164
NM_001178379.1	1089	910	108.091	26.9874
NM_001178381.1	2760	2581	11	0.968319
NM_001178382.1	1047	868	13	3.40281
NM_001178383.1	687	508	24	10.734
NM_001178384.1	1233	1054	37	7.97581
NM_001178385.1	888	709	6	1.92273
NM_001178386.1	2892	2713	46	3.85232
NM_001178387.1	936	757	21	6.30285
NM_001178388.1	897	718	1	0.316438
NM_001178389.1	2010	1831	39	4.83938
NM_001178390.1	1194	1015	10	2.23845
NM_001178391.2	2070	1891	28	3.36419
NM_001178392.2	1719	1540	8	1.18027
NM_001178393.2	1920	1741	16	2.08802
NM_001178394.1	1005	826	19	5.22622
NM_001178395.1	528	349	2	1.30202
NM_001178396.1	471	292	110.259	85.7916
NM_001178397.1	2433	2254	77	7.76159
NM_001178398.1	1017	838	9	2.44013
NM_001178400.1	633	454	34	17.0152
NM_001178401.1	1077	898	37	9.36136
NM_001178402.1	1035	856	120	31.8509
NM_001178403.1	2700	2521	25	2.2531
NM_001178404.1	1506	1327	47	8.04712
NM_001178405.1	1101	922	4	0.985696
NM_001178406.1	2346	2167	16	1.67755
NM_001178407.1	3327	3148	129	9.31041
NM_001178408.1	1863	1684	21	2.83329
NM_001178409.3	933	754	5	1.50665
NM_001178410.1	543	364	6	3.7451
NM_001178411.1	1215	1036	6	1.31585
NM_001178413.3	1095	916	12	2.97646
NM_001178414.1	663	484	4	1.87771
NM_001178415.1	633	454	104	52.0465
NM_001178416.4	1830	1651	69	9.49545
NM_001178417.1	1860	1681	65	8.78536
NM_001178418.1	714	535	13	5.52082
NM_001178419.3	636	457	39	19.3893
NM_001178420.1	645	466	94	45.8306
NM_001178421.4	2877	2698	35	2.94741
NM_001178422.2	2931	2752	24	1.98142
NM_001178424.2	1065	886	3	0.76931
NM_001178425.3	489	310	9	6.59621
NM_001178426.2	1290	1111	113	23.1088
NM_001178427.1	2895	2716	86	7.1942
NM_001178428.3	2277	2098	44	4.76498
NM_001178429.1	3999	3820	51	3.03334
NM_001178430.1	447	268	98	83.0816
NM_001178431.3	1461	1282	15	2.65838
NM_001178432.1	2928	2749	30	2.47948
NM_001178433.3	924	745	2	0.609941
NM_001178434.1	2841	2662	110	9.38855
NM_001178435.3	1065	886	4	1.02575
NM_001178436.1	777	598	13	4.93919
NM_001178438.4	369	190	11	13.1538
NM_001178439.1	330	151	5	7.52327
NM_001178440.1	1404	1225	17.6476	3.27313
NM_001178441.3	1404	1225	14.4855	2.68664
NM_001178442.2	2262	2083	22	2.39965
NM_001178443.1	1293	1114	7	1.42767
NM_001178444.3	693	514	17	7.51449
NM_001178445.2	4365	4186	23	1.24837
NM_001178446.1	2076	1897	32	3.83263
NM_001178449.3	873	694	148	48.4525
NM_001178450.1	2262	2083	110	11.9982
NM_001178451.1	1608	1429	50	7.94971
NM_001178452.3	990	811	5	1.40076
NM_001178453.1	1089	910	29	7.24053
NM_001178454.1	567	388	83	48.6027
NM_001178455.3	738	559	11	4.4709
NM_001178456.2	2844	2665	41	3.49543
NM_001178457.1	444	265	35	30.0079
NM_001178458.3	1350	1171	18	3.49244
NM_001178459.1	696	517	27	11.8655
NM_001178460.3	2901	2722	72.4582	6.04802
NM_001178462.1	2373	2194	40	4.14226
NM_001178463.1	4179	4000	40	2.27203
NM_001178465.3	2046	1867	12	1.46033
NM_001178466.1	1377	1198	2639.76	500.636
NM_001178467.1	897	718	7	2.21507
NM_001178468.3	489	310	7	5.13039
NM_001178469.2	2004	1825	62	7.71867
NM_001178470.1	534	355	9	5.76007
NM_001178471.3	1950	1771	17	2.18094
NM_001178473.1	1182	1003	16	3.62437
NM_001178474.1	1488	1309	217	37.6646
NM_001178475.3	1554	1375	143	23.6291
NM_001178476.1	1035	856	4	1.0617
NM_001178477.1	987	808	6	1.68715
NM_001178478.3	1278	1099	25	5.1684
NM_001178479.3	2115	1936	15	1.76035
NM_001178480.1	1791	1612	44	6.20157
NM_001178481.1	2484	2305	31	3.05566
NM_001178483.3	453	274	20	16.5841
NM_001178484.3	7107	6928	36	1.18062
NM_001178485.2	540	361	9	5.66434
NM_001178486.2	1575	1396	9	1.46477
NM_001178487.3	1527	1348	80	13.4838
NM_001178488.3	9279	9100	270	6.74118
NM_001178489.2	1014	835	6	1.6326
NM_001178490.1	2322	2143	12	1.27225
NM_001178491.3	1314	1135	28	5.605
NM_001178493.3	1056	877	1	0.259068
NM_001178494.1	837	658	13	4.48881
NM_001178495.1	891	712	6	1.91463
NM_001178496.3	1830	1651	10	1.37615
NM_001178497.3	1035	856	41	10.8824
NM_001178498.1	3285	3106	32.3855	2.36899
NM_001178499.1	951	772	47	13.8323
NM_001178500.3	876	697	1	0.325973
NM_001178501.3	735	556	4	1.63455
NM_001178502.1	648	469	8	3.87553
NM_001178503.1	1158	979	11	2.55284
NM_001178504.3	2097	1918	7	0.829207
NM_001178505.3	768	589	4	1.54297
NM_001178506.1	1650	1471	42	6.4871
NM_001178507.1	1044	865	36	9.45584
NM_001178508.3	897	718	13	4.1137
NM_001178509.3	1131	952	8	1.90927
NM_001178510.1	1368	1189	120	22.9305
NM_001178511.3	1758	1579	13	1.87057
NM_001178512.3	552	373	8	4.87298
NM_001178513.1	834	655	7	2.42812
NM_001178514.1	1359	1180	13	2.50308
NM_001178515.3	423	244	2	1.86232
NM_001178516.3	1242	1063	5	1.06869
NM_001178517.1	2082	1903	175	20.8936
NM_001178518.1	1743	1564	50	7.26352
NM_001178519.3	621	442	25	12.8508
NM_001178520.3	2223	2044	30	3.33468
NM_001178521.1	447	268	29	24.5854
NM_001178523.1	948	769	11	3.24998
NM_001178524.3	939	760	1	0.298951
NM_001178525.3	1356	1177	16	3.08857
NM_001178527.1	2568	2389	29	2.75801
NM_001178528.1	1719	1540	3	0.442603
NM_001178529.3	711	532	78.2222	33.4066
NM_001178530.3	1359	1180	3	0.577634
NM_001178531.1	951	772	12	3.53165
NM_001178532.3	1572	1393	0	0
NM_001178533.3	837	658	9	3.10764
NM_001178534.1	1695	1516	8	1.19896
NM_001178535.1	843	664	18	6.15911
NM_001178536.3	423	244	4	3.72464
NM_001178537.3	588	409	30.8131	17.1169
NM_001178539.1	483	304	45.8235	34.2475
NM_001178540.1	1134	955	8	1.90327
NM_001178541.3	672	493	7	3.226
NM_001178542.3	372	193	2	2.35443
NM_001178543.1	1269	1090	8	1.66754
NM_001178544.1	1665	1486	279	42.6579
NM_001178545.1	654	475	12	5.73986
NM_001178546.1	2397	2218	36	3.68769
NM_001178547.3	1395	1216	37	6.91324
NM_001178548.3	1656	1477	17	2.61506
NM_001178549.1	636	457	7	3.48013
NM_001178550.4	2538	2359	25	2.40783
NM_001178551.2	2775	2596	13	1.13776
NM_001178552.2	1128	949	10	2.39413
NM_001178553.3	1215	1036	19	4.16685
NM_001178555.4	1398	1219	15	2.79577
NM_001178556.1	5508	5329	35	1.49223
NM_001178558.1	429	250	9	8.1793
NM_001178559.3	975	796	7	1.99801
NM_001178560.3	2019	1840	61	7.53227
NM_001178561.1	825	646	6	2.11024
NM_001178562.1	1584	1405	57	9.21748
NM_001178563.3	1878	1699	8	1.06982
NM_001178564.3	2025	1846	17	2.09233
NM_001178565.1	561	382	2	1.18954
NM_001178566.1	3543	3364	63.3233	4.27682
NM_001178567.3	384	205	0	0
NM_001178568.3	1683	1504	13	1.96385
NM_001178569.1	1101	922	66	16.264
NM_001178570.3	1632	1453	23	3.59647
NM_001178571.3	1635	1456	5	0.78023
NM_001178573.1	2703	2524	18	1.62031
NM_001178575.1	1563	1384	13	2.13413
NM_001178576.3	915	736	4	1.2348
NM_001178577.3	2865	2686	48	4.06021
NM_001178578.1	405	226	20	20.1064
NM_001178579.3	912	733	4	1.23985
NM_001178581.3	1242	1063	15	3.20606
NM_001178582.1	1155	976	28	6.51811
NM_001178583.3	3363	3184	43	3.06838
NM_001178584.3	1311	1132	15	3.01064
NM_001178585.1	2550	2371	24	2.29982
NM_001178586.1	2196	2017	30	3.37932
NM_001178587.3	1590	1411	15	2.41534
NM_001178588.3	1353	1174	4	0.774115
NM_001178589.1	1467	1288	7	1.2348
NM_001178590.1	717	538	8	3.37848
NM_001178591.3	1347	1168	20	3.89046
NM_001178592.3	489	310	1	0.732912
NM_001178593.1	3390	3211	77	5.44834
NM_001178594.1	1164	985	13	2.99862
NM_001178595.3	1452	1273	4	0.713913
NM_001178596.3	1659	1480	8	1.22812
NM_001178597.1	1113	934	20	4.86516
NM_001178598.1	1572	1393	3	0.48931
NM_001178599.3	924	745	7	2.13479
NM_001178600.3	444	265	1	0.857369
NM_001178601.1	366	187	6	7.28993
NM_001178602.1	528	349	5	3.25506
NM_001178603.3	2085	1906	16	1.90726
NM_001178604.1	717	538	9	3.80079
NM_001178605.1	840	661	5	1.71863
NM_001178606.3	429	250	0	0
NM_001178607.3	2067	1888	16	1.92545
NM_001178608.1	2001	1822	41	5.11269
NM_001178609.1	699	520	13	5.68007
NM_001178610.3	321	142	6	9.60012
NM_001178611.3	1473	1294	26	4.56513
NM_001178612.1	600	421	5	2.69837
NM_001178613.2	963	784	10	2.898
NM_001178615.4	1182	1003	2	0.453047
NM_001178616.3	318	139	13	21.2492
NM_001178617.1	417	238	6	5.7278
NM_001178618.2	1638	1459	3	0.467175
NM_001178619.3	1260	1081	3	0.630535
NM_001178620.3	1443	1264	11	1.97724
NM_001178621.1	1311	1132	18	3.61277
NM_001178622.1	1584	1405	16	2.58736
NM_001178623.4	5751	5572	46	1.87569
NM_001178624.3	2424	2245	27	2.73251
NM_001178626.1	606	427	9	4.78882
NM_001178627.1	1338	1159	36	7.05721
NM_001178628.3	1914	1735	17	2.22619
NM_001178629.3	2637	2458	11	1.01677
NM_001178630.1	441	262	12	10.4062
NM_001178631.1	1473	1294	53	9.30583
NM_001178632.3	2394	2215	4	0.410299
NM_001178633.4	435	256	3	2.66253
NM_001178634.1	1614	1435	203	32.1409
NM_001178635.1	1284	1105	80	16.4491
NM_001178636.4	1452	1273	9	1.6063
NM_001178637.4	2718	2539	26	2.32661
NM_001178638.1	966	787	27	7.79476
NM_001178639.1	900	721	4	1.26049
NM_001178641.3	1425	1246	12	2.18815
NM_001178642.3	2580	2401	23	2.17645
NM_001178643.2	3651	3472	17	1.11246
NM_001178644.1	1725	1546	2	0.293923
NM_001178645.3	1407	1228	0	0
NM_001178646.1	1845	1666	16	2.18202
NM_001178647.3	1755	1576	12	1.72997
NM_001178649.3	363	184	0	0
NM_001178650.1	1140	961	9.87892	2.33561
NM_001178651.1	567	388	20	11.7115
NM_001178652.2	792	613	4	1.48256
NM_001178653.1	1566	1387	6	0.982853
NM_001178654.1	771	592	6	2.30273
NM_001178657.1	1158	979	14	3.24907
NM_001178658.1	930	751	29	8.77348
NM_001178659.1	780	601	21	7.93887
NM_001178660.1	1284	1105	45	9.2526
NM_001178662.1	4911	4732	75	3.60106
NM_001178663.1	1143	964	9	2.12119
NM_001178664.1	1494	1315	46	7.94778
NM_001178665.1	1095	916	0	0
NM_001178666.2	5314	5135	240.436	10.6383
NM_001178667.1	1317	1138	0.009253	0.00184737
NM_001178670.1	3114	2935	10	0.774115
NM_001178671.1	1902	1723	30	3.95594
NM_001178672.1	1539	1360	4	0.668244
NM_001178673.1	1218	1039	32	6.99759
NM_001178674.1	1323	1144	17	3.37627
NM_001178675.1	2400	2221	27	2.76203
NM_001178676.1	894	715	23	7.30862
NM_001178677.1	1041	862	5	1.31788
NM_001178678.1	507	328	4	2.77077
NM_001178679.1	1065	886	23	5.89804
NM_001178680.1	333	154	28	41.3096
NM_001178681.1	1701	1522	3	0.447837
NM_001178682.1	1305	1126	64	12.9138
NM_001178683.1	1587	1408	12	1.93639
NM_001178684.1	2238	2059	16	1.76554
NM_001178685.1	1503	1324	211	36.2083
NM_001178687.1	360	181	17	21.3395
NM_001178688.1	1569	1390	475	77.6413
NM_001178689.1	1254	1075	33	6.9746
NM_001178690.1	2283	2104	79	8.53091
NM_001178692.1	777	598	11	4.17932
NM_001178693.1	1392	1213	2	0.374613
NM_001178694.1	939	760	10	2.98951
NM_001178695.1	966	787	148	42.7268
NM_001178696.1	1752	1573	26	3.75542
NM_001178697.1	1251	1072	18	3.81497
NM_001178698.1	2526	2347	10	0.968056
NM_001178699.1	1008	829	10	2.74069
NM_001178700.1	435	256	0	0
NM_001178701.1	2139	1960	102	11.8238
NM_001178702.1	459	280	2.39316	1.9419
NM_001178703.1	951	772	8	2.35443
NM_001178704.1	3291	3112	41	2.99335
NM_001178705.1	1272	1093	9	1.87084
NM_001178706.1	1083	904	99	24.8817
NM_001178707.1	528	349	0	0
NM_001178708.1	633	454	4.98901	2.49673
NM_001178709.1	783	604	1.7836	0.670924
NM_001178710.1	1377	1198	0	0
NM_001178711.1	1848	1669	0	0
NM_001178713.1	582	403	2	1.12756
NM_001178715.1	969	790	25	7.18996
NM_001178716.1	552	373	7	4.26386
NM_001178717.1	744	565	52	20.9107
NM_001178718.1	1383	1204	26	4.90637
NM_001178720.1	720	541	3	1.2599
NM_001178721.1	1812	1633	78	10.8523
NM_001178722.1	798	619	18	6.60687
NM_001178723.1	852	673	1	0.337597
NM_001178724.1	3150	2971	146	11.1651
NM_001178725.1	1251	1072	1589	336.777
NM_001178727.1	1749	1570	11	1.59187
NM_001178728.1	954	775	4	1.17266
NM_001178729.1	873	694	3	0.982145
NM_001178730.1	2862	2683	55	4.65753
NM_001178731.1	666	487	13	6.06496
NM_001178732.1	1092	913	2	0.497706
NM_001178733.1	648	469	0	0
NM_001178734.1	267	88.0006	3	7.7455
NM_001178735.1	999	820	23	6.37276
NM_001178737.1	1836	1657	14	1.91964
NM_001178738.1	1479	1300	16	2.79634
NM_001178739.1	123	6.43085	0	0
NM_001178741.1	2229	2050	21	2.32744
NM_001178742.1	630	451	3	1.51133
NM_001178743.1	1539	1360	19	3.17416
NM_001178744.1	2613	2434	76	7.09425
NM_001178745.1	414	235	33.2497	32.1465
NM_001178746.1	6504	6325	55	1.97568
NM_001178747.1	3681	3502	107	6.94195
NM_001178748.1	1044	865	14	3.67727
NM_001178749.1	1185	1006	15	3.38772
NM_001178750.1	1002	823	34	9.38627
NM_001178751.1	2772	2593	35	3.06676
NM_001178752.1	1929	1750	12.2164	1.58606
NM_001178753.1	633	454	4.98901	2.49673
NM_001178754.1	528	349	0	0
NM_001178756.1	4224	4045	52	2.92078
NM_001178757.1	384	205	5	5.54153
NM_001178758.1	1074	895	19	4.8233
NM_001178759.1	1476	1297	6	1.05105
NM_001178760.1	510	331	3	2.05924
NM_001178761.1	828	649	2	0.700163
NM_001178762.1	1833	1654	10.3266	1.41852
NM_001178764.1	309	130	1.67339	2.9246
NM_001178765.1	669	490	5	2.3184
NM_001178766.1	1452	1273	14	2.4987
NM_001178767.1	1545	1366	77	12.8072
NM_001178768.1	1692	1513	6	0.901003
NM_001178769.1	2772	2593	11	0.963838
NM_001178770.1	777	598	6	2.27963
NM_001178771.1	336	157	5	7.23576
NM_001178772.1	1896	1717	56	7.41023
NM_001178774.1	474	295	2	1.54036
NM_001178776.1	1695	1516	31	4.64597
NM_001178777.1	1464	1285	9	1.5913
NM_001178778.1	3198	3019	101	7.60102
NM_001178779.1	1563	1384	29	4.76075
NM_001178780.1	957	778	38	11.0973
NM_001178781.1	441	262	4	3.46875
NM_001178782.1	1548	1369	4	0.663851
NM_001178783.1	3996	3817	12	0.714287
NM_001178784.1	783	604	4	1.50465
NM_001178785.1	753	574	3	1.18747
NM_001178786.2	2391	2212	41	4.21126
NM_001178787.1	4284	4105	30	1.66043
NM_001178788.1	387	208	31	33.862
NM_001178789.1	384	205	2	2.21661
NM_001178790.1	2142	1963	106	12.2687
NM_001178792.1	573	394	4	2.30663
NM_001178794.1	1779	1600	67	9.51412
NM_001178795.1	4830	4651	50	2.44252
NM_001178796.1	549	370	2	1.22812
NM_001178797.2	2163	1984	12	1.37421
NM_001178798.1	3057	2878	19	1.49995
NM_001178799.1	6327	6148	269	9.94105
NM_001178800.1	1176	997	12	2.73464
NM_001178801.1	1089	910	9	2.24706
NM_001178802.1	360	181	1.02198	1.28285
NM_001178804.1	381	202	4	4.49907
NM_001178805.1	1557	1378	9	1.48391
NM_001178806.1	468	289	1	0.786169
NM_001178807.1	951	772	2	0.588608
NM_001178808.1	549	370	2	1.22812
NM_001178809.1	1107	928	2.29171	0.561081
NM_001178811.1	375	196	0	0
NM_001178812.1	1086	907	4	1.002
NM_001178813.1	2499	2320	14	1.37105
NM_001178814.1	1092	913	3.46073	0.861214
NM_001178815.1	948	769	4	1.18181
NM_001178816.1	678	499	43	19.5786
NM_001178817.3	1293	1114	65	13.2569
NM_001178818.1	336	157	10	14.4715
NM_001178819.1	1029	850	9	2.40568
NM_001178820.3	849	670	2	0.678217
NM_001178821.1	1008	829	18	4.93323
NM_001178822.1	2001	1822	79.6156	9.92804
NM_001178824.3	846	667	103	35.0853
NM_001178826.1	2115	1936	56	6.57198
NM_001178827.1	657	478	9	4.27788
NM_001178828.3	1737	1558	57	8.3123
NM_001178830.1	1656	1477	20	3.07654
NM_001178831.1	1482	1303	16	2.7899
NM_001178832.3	1014	835	20	5.44198
NM_001178833.1	840	661	12	4.12471
NM_001178834.3	804	625	4	1.4541
NM_001178835.1	1683	1504	7	1.05746
NM_001178836.3	804	625	0	0
NM_001178837.1	4380	4201	70	3.78581
NM_001178838.1	2049	1870	17	2.06548
NM_001178839.3	648	469	3	1.45332
NM_001178840.1	3567	3388	46	3.08481
NM_001178841.1	381	202	21	23.6201
NM_001178842.3	483	304	79	59.0428
NM_001178844.1	939	760	2	0.597902
NM_001178845.1	1935	1756	8	1.03509
NM_001178846.3	3648	3469	369	24.1677
NM_001178847.1	2916	2737	48	3.98456
NM_001178848.1	420	241	43	40.5383
NM_001178849.3	474	295	247	190.234
NM_001178850.1	501	322	4	2.8224
NM_001178851.1	1503	1324	24	4.11848
NM_001178852.3	1197	1018	57	12.7216
NM_001178853.1	684	505	10	4.49907
NM_001178854.1	342	163	9	12.5449
NM_001178855.3	1404	1225	44	8.16076
NM_001178856.1	1488	1309	5	0.867849
NM_001178857.1	1557	1378	38	6.26539
NM_001178858.3	2871	2692	41	3.46037
NM_001178859.1	501	322	7	4.93919
NM_001178861.1	1164	985	44	10.1492
NM_001178862.3	1413	1234	16	2.9459
NM_001178863.1	459	280	2	1.62288
NM_001178864.1	363	184	0	0
NM_001178865.3	1182	1003	20	4.53047
NM_001178866.1	771	592	21	8.05956
NM_001178867.1	1530	1351	15	2.52261
NM_001178868.3	2202	2023	14	1.57234
NM_001178869.1	498	319	30.6667	21.8419
NM_001178870.1	3069	2890	44	3.45914
NM_001178871.3	1206	1027	24	5.30951
NM_001178872.1	702	523	1	0.434422
NM_001178873.1	1674	1495	36	5.47111
NM_001178875.1	1908	1729	154	20.2367
NM_001178876.1	3003	2824	22	1.76999
NM_001178877.3	1848	1669	22	2.99488
NM_001178878.1	1773	1594	27	3.84848
NM_001178879.1	1443	1264	17	3.05573
NM_001178880.3	1887	1708	17	2.26139
NM_001178881.1	540	361	6	3.77622
NM_001178882.1	588	409	4	2.22203
