target_id	length	eff_length	est_counts	tpm
XM_014076748.1	1296	1117	1	0.599384
XM_014076749.1	1572	1393	0	0
XM_014076750.1	3171	2992	1	0.223768
XM_014076751.1	828	649	0	0
XM_014076752.1	1035	856	8	6.25713
XM_014076753.1	813	634	3	3.16804
XM_014076754.1	1938	1759	302.547	115.156
XM_014076755.1	843	664	8	8.06641
XM_014076756.1	1044	865	13	10.062
XM_014076757.1	1440	1261	4	2.12375
XM_014076758.1	408	229	10	29.2364
XM_014076759.1	4611	4432	6	0.90638
XM_014076760.1	1224	1045	0	0
XM_014076761.1	246	67.0317	1	9.988
XM_014076762.1	2310	2131	0	0
XM_014076763.1	690	511	31	40.6162
XM_014076764.1	1014	835	16	12.829
XM_014076765.1	1500	1321	0	0
XM_014076766.1	1938	1759	1	0.380621
XM_014076767.1	1566	1387	1	0.482705
XM_014076768.1	978	799	1	0.837938
XM_014076769.1	2301	2122	8	2.52408
XM_014076770.1	1020	841	8	6.36873
XM_014076771.1	900	721	5	4.64294
XM_014076772.1	819	640	2	2.09223
XM_014076773.1	1596	1417	0	0
XM_014076774.1	1644	1465	2	0.91401
XM_014076775.1	1863	1684	1	0.397573
XM_014076776.1	1635	1456	3	1.37949
XM_014076777.1	1077	898	2	1.49112
XM_014076778.1	1245	1066	0	0
XM_014076779.1	2139	1960	24	8.19811
XM_014076780.1	561	382	2	3.5053
XM_014076781.1	1668	1489	12	5.39567
XM_014076782.1	2472	2293	6	1.75189
XM_014076783.1	1971	1792	9	3.36251
XM_014076784.1	2157	1978	4	1.35392
XM_014076785.1	1722	1543	22	9.54587
XM_014076786.1	1437	1258	5	2.66102
XM_014076787.1	1044	865	1	0.774003
XM_014076788.1	273	94.0001	3	21.3674
XM_014076789.1	2721	2542	11	2.89718
XM_014076790.1	1047	868	4	3.08531
XM_014076791.1	2358	2179	11	3.37982
XM_014076792.1	741	562	0	0
XM_014076793.1	1296	1117	0	0
XM_014076794.1	1524	1345	1	0.497779
XM_014076795.1	2724	2545	5	1.31535
XM_014076796.1	4428	4249	6	0.945416
XM_014076797.1	2211	2032	35	11.532
XM_014076798.1	1335	1156	16	9.26661
XM_014076799.1	1686	1507	4	1.77707
XM_014076800.1	1242	1063	6	3.779
XM_014076801.1	1650	1471	1	0.455141
XM_014076802.1	2634	2455	4	1.09086
XM_014076803.1	1947	1768	0	0
XM_014076804.1	6549	6370	0	0
XM_014076805.1	888	709	0	0
XM_014076806.1	2529	2350	736	209.686
XM_014076807.1	2142	1963	3	1.0232
XM_014076808.1	1248	1069	1	0.626298
XM_014076809.1	1119	940	5	3.56124
XM_014076810.1	633	454	3	4.42409
XM_014076811.1	441	262	2	5.11078
XM_014076812.1	2499	2320	43	12.4091
XM_014076813.1	1008	829	4	3.23046
XM_014076814.1	1296	1117	2	1.19877
XM_014076815.1	231	52.2911	0	0
XM_014076816.1	963	784	8	6.83176
XM_014076817.1	741	562	8	9.53043
XM_014076818.1	1752	1573	4	1.70251
XM_014076819.1	903	724	3	2.77422
XM_014076820.1	519	340	141	277.651
XM_014076821.1	2538	2359	1	0.283812
XM_014076822.1	1551	1372	6	2.9279
XM_014076823.1	1665	1486	1	0.450547
XM_014076824.1	1209	1030	1	0.650012
XM_014076825.1	1209	1030	1	0.650012
XM_014076826.1	1290	1111	9	5.42359
XM_014076827.1	900	721	4	3.71435
XM_014076828.1	2160	1981	3	1.0139
XM_014076829.1	255	76.0064	14	123.321
XM_014076830.1	537	358	19	35.5328
XM_014076831.1	2643	2464	7	1.90202
XM_014076832.1	1905	1726	1	0.387898
XM_014076833.1	378	199	3	10.0932
XM_014076834.1	1590	1411	14	6.64293
XM_014076835.1	891	712	1	0.940326
XM_014076836.1	1149	970	15.327	10.579
XM_014076837.1	645	466	1	1.43672
XM_014076838.1	453	274	0	0
XM_014076839.1	699	520	1	1.28752
XM_014076840.1	2520	2341	2	0.571988
XM_014076841.1	1125	946	1	0.70773
XM_014076842.1	1830	1651	1	0.405519
XM_014076843.1	1998	1819	1	0.368066
XM_014076844.1	411	232	2	5.77166
XM_014076845.1	801	622	3	3.22916
XM_014076846.1	1431	1252	36	19.2512
XM_014076847.1	1245	1066	1	0.62806
XM_014076848.1	531	352	0	0
XM_014076849.1	711	532	0	0
XM_014076850.1	705	526	0	0
XM_014076851.1	570	391	170	291.092
XM_014076852.1	672	493	0	0
XM_014076853.1	906	727	238	219.18
XM_014076854.1	603	424	163	257.383
XM_014076855.1	540	361	0	0
XM_014076856.1	732	553	0	0
XM_014076857.1	3069	2890	12	2.77998
XM_014076858.1	2022	1843	26	9.4451
XM_014076859.1	801	622	9	9.68748
XM_014076860.1	1815	1636	1	0.409237
XM_014076861.1	1362	1183	0	0
XM_014076862.1	4470	4291	66	10.2978
XM_014076863.1	1218	1039	15	9.66572
XM_014076864.1	906	727	1	0.920925
XM_014076865.1	1365	1186	2	1.12903
XM_014076866.1	2220	2041	0	0
XM_014076867.1	585	406	9	14.8414
XM_014076868.1	891	712	0	0
XM_014076869.1	552	373	0	0
XM_014076870.1	1707	1528	7	3.06714
XM_014076871.1	7188	7009	2	0.191044
XM_014076872.1	837	658	3	3.05249
XM_014076873.1	837	658	5	5.08748
XM_014076874.1	1767	1588	4	1.68643
XM_014076875.1	543	364	0	0
XM_014076876.1	2628	2449	53	14.4892
XM_014076877.1	594	415	9	14.5195
XM_014076878.1	1263	1084	71	43.8518
XM_014076879.1	1143	964	14	9.72321
XM_014076880.1	1755	1576	2	0.849635
XM_014076881.1	1290	1111	0	0
XM_014076882.1	1095	916	48	35.0836
XM_014076883.1	3588	3409	28	5.49908
XM_014076884.1	4257	4078	1	0.164177
XM_014076885.1	1074	895	21	15.7092
XM_014076886.1	1263	1084	2	1.23526
XM_014076887.1	1044	865	3	2.32201
XM_014076888.1	1644	1465	386	176.404
XM_014076889.1	1017	838	5	3.9947
XM_014076890.1	1098	919	6	4.37114
XM_014076891.1	1566	1387	6	2.89623
XM_014076892.1	1308	1129	4	2.37205
XM_014076893.1	1014	835	6	4.81087
XM_014076894.1	1584	1405	5	2.38261
XM_014076895.1	768	589	1	1.13669
XM_014076896.1	1779	1600	12	5.02134
XM_014076897.1	5073	4894	120	16.4163
XM_014076898.1	1068	889	61	45.9395
XM_014076899.1	276	97.0001	0	0
XM_014076900.1	3687	3508	40	7.63412
XM_014076901.1	2751	2572	8	2.08246
XM_014076902.1	3321	3142	24	5.11404
XM_014076903.1	894	715	15	14.0457
XM_014076904.1	1512	1333	2	1.00452
XM_014076905.1	276	97.0001	0	0
XM_014076906.1	453	274	17	41.5391
XM_014076907.1	351	172	40	155.701
XM_014076908.1	567	388	0	0
XM_014076909.1	765	586	2	2.28503
XM_014076910.1	2589	2410	10	2.77806
XM_014076911.1	1641	1462	5	2.28971
XM_014076912.1	1710	1531	4	1.74922
XM_014076913.1	1059	880	15	11.4121
XM_014076914.1	3099	2920	30	6.87855
XM_014076915.1	318	139	1	4.81664
XM_014076916.1	1887	1708	2	0.783972
XM_014076917.1	783	604	2	2.21693
XM_014076918.1	1749	1570	0	0
XM_014076919.1	1695	1516	2	0.883262
XM_014076920.1	1158	979	2	1.36775
XM_014076921.1	891	712	5	4.70163
XM_014076922.1	912	733	122	111.433
XM_014076923.1	837	658	1	1.0175
XM_014076924.1	1395	1216	5	2.75293
XM_014076925.1	1530	1351	2	0.991136
XM_014076926.1	882	703	10	9.52365
XM_014076927.1	1110	931	2	1.43827
XM_014076928.1	1092	913	1	0.73331
XM_014076929.1	3357	3178	26	5.47745
XM_014076930.1	2886	2707	13	3.21524
XM_014076931.1	2148	1969	3	1.02008
XM_014076932.1	732	553	0	0
XM_014076933.1	846	667	43	43.162
XM_014076934.1	2682	2503	23	6.15213
XM_014076935.1	1083	904	0	0
XM_014076936.1	1461	1282	2	1.04448
XM_014076937.1	936	757	2	1.76886
XM_014076938.1	2730	2551	8	2.09961
XM_014076939.1	792	613	0	0
XM_014076940.1	1968	1789	11	4.11662
XM_014076941.1	951	772	0	0
XM_014076942.1	3198	3019	6	1.3306
XM_014076943.1	4119	3940	16	2.71883
XM_014076944.1	1137	958	0	0
XM_014076945.1	4752	4573	7	1.02484
XM_014076946.1	699	520	9	11.5877
XM_014076947.1	1707	1528	7	3.06714
XM_014076948.1	2664	2485	7	1.88595
XM_014076949.1	2034	1855	11	3.97015
XM_014076950.1	657	478	3	4.20196
XM_014076951.1	2349	2170	0	0
XM_014076952.1	1332	1153	0	0
XM_014076953.1	1146	967	9	6.23124
XM_014076954.1	1233	1054	0	0
XM_014076955.1	432	253	9	23.8166
XM_014076956.1	567	388	0	0
XM_014076957.1	1200	1021	0	0
XM_014076958.1	408	229	62	181.265
XM_014076959.1	855	676	2	1.98081
XM_014076960.1	1200	1021	0	0
XM_014076961.1	2808	2629	5	1.27332
XM_014076962.1	1122	943	18	12.7797
XM_014076963.1	801	622	0	0
XM_014076964.1	1239	1060	0	0
XM_014076965.1	1365	1186	3	1.69354
XM_014076966.1	1146	967	14	9.69304
XM_014076967.1	2574	2395	6	1.67728
XM_014076968.1	690	511	0	0
XM_014076969.1	2091	1912	0	0
XM_014076970.1	2862	2683	3	0.748616
XM_014076971.1	885	706	1	0.948318
XM_014076972.1	612	433	2	3.09244
XM_014076973.1	987	808	1	0.828604
XM_014076974.1	1371	1192	3	1.68501
XM_014076975.1	351	172	16	62.2802
XM_014076976.1	1941	1762	0	0
XM_014076977.1	843	664	2	2.0166
XM_014076978.1	2313	2134	16	5.01977
XM_014076979.1	717	538	0	0
XM_014076980.1	741	562	1	1.1913
XM_014076981.1	2601	2422	1	0.27643
XM_014076982.1	993	814	1	0.822497
XM_014076983.1	1614	1435	0	0
XM_014076984.1	696	517	6	7.76997
XM_014076985.1	1461	1282	2	1.04448
XM_014076986.1	573	394	21	35.6847
XM_014076987.1	1005	826	0	0
XM_014076988.1	450	271	1	2.47053
XM_014076989.1	1146	967	0	0
XM_014076990.1	393	214	15	46.9284
XM_014076991.1	3108	2929	15	3.42871
XM_014076992.1	2445	2266	12	3.54552
XM_014076993.1	1026	847	3	2.37135
XM_014076994.1	1353	1174	6	3.4217
XM_014076995.1	975	796	0	0
XM_014076996.1	771	592	6	6.7856
XM_014076997.1	3273	3094	11	2.3803
XM_014076998.1	1623	1444	31	14.3732
XM_014076999.1	1755	1576	10	4.24818
XM_014077000.1	1440	1261	8	4.2475
XM_014077001.1	1740	1561	9	3.8601
XM_014077002.1	2127	1948	4	1.37477
XM_014077003.1	1500	1321	19	9.62963
XM_014077004.1	1662	1483	12	5.4175
XM_014077005.1	1047	868	2	1.54266
XM_014077006.1	1851	1672	32	12.8136
XM_014077007.1	1032	853	8	6.27913
XM_014077008.1	768	589	9	10.2302
XM_014077009.1	909	730	12	11.0057
XM_014077010.1	2229	2050	24	7.83819
XM_014077011.1	1380	1201	1442.45	804.113
XM_014077012.1	894	715	2	1.87276
XM_014077013.1	1815	1636	7	2.86466
XM_014077014.1	627	448	3	4.48334
XM_014077015.1	1086	907	23	16.9777
XM_014077016.1	2331	2152	25	7.77779
XM_014077017.1	1227	1048	269	171.85
XM_014077018.1	3390	3211	15	3.12759
XM_014077019.1	570	391	30	51.3692
XM_014077020.1	2451	2272	48	14.1446
XM_014077021.1	993	814	2	1.64499
XM_014077022.1	654	475	268	377.746
XM_014077023.1	1752	1573	3	1.27688
XM_014077024.1	570	391	12	20.5477
XM_014077025.1	2073	1894	10	3.53491
XM_014077026.1	699	520	3	3.86257
XM_014077027.1	1176	997	9	6.04374
XM_014077028.1	384	205	29	94.7115
XM_014077029.1	2445	2266	43	12.7048
XM_014077030.1	2013	1834	4	1.46022
XM_014077031.1	2226	2047	23	7.52261
XM_014077032.1	732	553	26	31.478
XM_014077033.1	2883	2704	5	1.238
XM_014077034.1	3138	2959	16	3.62021
XM_014077035.1	1509	1330	1	0.503393
XM_014077036.1	645	466	0	0
XM_014077037.1	855	676	0	0
XM_014077038.1	1065	886	5	3.77829
XM_014077039.1	528	349	26	49.8777
XM_014077040.1	2139	1960	4	1.36635
XM_014077041.1	993	814	2	1.64499
XM_014077042.1	297	118	2	11.3477
XM_014077043.1	429	250	5	13.3902
XM_014077044.1	1518	1339	0	0
XM_014077045.1	1425	1246	6	3.22398
XM_014077046.1	999	820	5	4.08239
XM_014077047.1	201	27.2129	0	0
XM_014077048.1	966	787	0	0
XM_014077049.1	1116	937	7	5.00169
XM_014077050.1	2535	2356	16	4.54677
XM_014077051.1	963	784	3	2.56191
XM_014077052.1	717	538	2	2.48889
XM_014077053.1	483	304	12	26.4281
XM_014077054.1	1599	1420	0	0
XM_014077055.1	2289	2110	2	0.634609
XM_014077056.1	654	475	30	42.285
XM_014077057.1	1122	943	4	2.83993
XM_014077058.1	2253	2074	6	1.93687
XM_014077059.1	2925	2746	1	0.243814
XM_014077060.1	1167	988	0	0
XM_014077061.1	3234	3055	19	4.16391
XM_014077062.1	2100	1921	8	2.78818
XM_014077063.1	645	466	4	5.74689
XM_014077064.1	1134	955	0	0
XM_014077065.1	1413	1234	1	0.542555
XM_014077066.1	618	439	1	1.52509
XM_014077067.1	1671	1492	2	0.89747
XM_014077068.1	939	760	3	2.64281
XM_014077069.1	1482	1303	0	0
XM_014077070.1	2205	2026	2	0.66092
XM_014077071.1	2763	2584	2	0.518198
XM_014077072.1	501	322	13	27.03
XM_014077073.1	375	196	0	0
XM_014077074.1	582	403	0	0
XM_014077075.1	1275	1096	2	1.22174
XM_014077076.1	2271	2092	0	0
XM_014077077.1	1311	1132	0	0
XM_014077078.1	2448	2269	1	0.295069
XM_014077079.1	2070	1891	18	6.37294
XM_014077080.1	885	706	2	1.89664
XM_014077081.1	390	211	5	15.8652
XM_014077082.1	348	169	0	0
XM_014077083.1	693	514	0	0
XM_014077084.1	1788	1609	2	0.832209
XM_014077085.1	936	757	0	0
XM_014077086.1	2784	2605	4	1.02804
XM_014077087.1	1449	1270	14	7.38045
XM_014077088.1	1728	1549	29	12.5344
XM_014077089.1	690	511	0	0
XM_014077090.1	1215	1036	1	0.646248
XM_014077091.1	1530	1351	0	0
XM_014077092.1	204	29.2345	0	0
XM_014077093.1	2433	2254	0	0
XM_014077094.1	2916	2737	0	0
XM_014077095.1	606	427	2	3.13589
XM_014077096.1	378	199	0	0
XM_014077097.1	651	472	43	60.9937
XM_014077098.1	351	172	7	27.2476
XM_014077099.1	729	550	2	2.43459
XM_014077100.1	984	805	1	0.831692
XM_014077101.1	840	661	6	6.07727
XM_014077102.1	1440	1261	1	0.530938
XM_014077103.1	867	688	3	2.91939
XM_014077104.1	2187	2008	2	0.666845
XM_014077105.1	747	568	1	1.17872
XM_014077106.1	1833	1654	2	0.809568
XM_014077107.1	1275	1096	5	3.05435
XM_014077108.1	630	451	0	0
XM_014077109.1	945	766	0	0
XM_014077110.1	1614	1435	30	13.9968
XM_014077111.1	1356	1177	0	0
XM_014077112.1	1197	1018	2	1.31535
XM_014077113.1	2097	1918	24	8.37763
XM_014077114.1	2508	2329	7	2.01227
XM_014077115.1	405	226	0	0
XM_014077116.1	1500	1321	0	0
XM_014077117.1	1353	1174	0	0
XM_014077118.1	849	670	1	0.999272
XM_014077119.1	462	283	1	2.36577
XM_014077120.1	696	517	17	22.0149
XM_014077121.1	435	256	0	0
XM_014077122.1	516	337	1	1.98668
XM_014077123.1	603	424	0	0
XM_014077124.1	1062	883	2	1.51645
XM_014077125.1	474	295	89	201.988
XM_014077126.1	579	400	117	195.832
XM_014077127.1	1218	1039	17	10.9545
XM_014077128.1	2568	2389	2	0.560496
XM_014077129.1	1395	1216	5	2.75293
XM_014077130.1	1230	1051	2	1.27405
XM_014077131.1	327	148	0	0
XM_014077132.1	1320	1141	4	2.34711
XM_014077133.1	2409	2230	14	4.20322
XM_014077134.1	1419	1240	0	0
XM_014077135.1	1608	1429	0	0
XM_014077136.1	600	421	1	1.59029
XM_014077137.1	1071	892	5	3.75287
XM_014077138.1	429	250	1	2.67805
XM_014077139.1	771	592	170	192.259
XM_014077140.1	1653	1474	9	4.08793
XM_014077141.1	654	475	0	0
XM_014077142.1	1923	1744	4	1.53558
XM_014077143.1	2115	1936	7	2.42076
XM_014077144.1	969	790	1	0.847484
XM_014077145.1	1443	1264	4	2.11871
XM_014077146.1	3726	3547	1	0.188755
XM_014077147.1	1425	1246	0	0
XM_014077148.1	1251	1072	1	0.624545
XM_014077149.1	1455	1276	0	0
XM_014077150.1	1083	904	0	0
XM_014077151.1	885	706	0	0
XM_014077152.1	1530	1351	2	0.991136
XM_014077153.1	879	700	1	0.956446
XM_014077154.1	1236	1057	1	0.633408
XM_014077155.1	1056	877	1	0.763412
XM_014077156.1	2004	1825	4	1.46742
XM_014077157.1	1563	1384	2	0.967504
XM_014077158.1	468	289	0	0
XM_014077159.1	1455	1276	4	2.09879
XM_014077160.1	324	145	0	0
XM_014077161.1	1167	988	3	2.03293
XM_014077162.1	966	787	11	9.35786
XM_014077163.1	2289	2110	2	0.634609
XM_014077164.1	3813	3634	2	0.368471
XM_014077165.1	1206	1027	2	1.30382
XM_014077166.1	1251	1072	4	2.49818
XM_014077167.1	822	643	9	9.37109
XM_014077168.1	846	667	0	0
XM_014077169.1	1071	892	2	1.50115
XM_014077170.1	2676	2497	1	0.268127
XM_014077171.1	1527	1348	1	0.496671
XM_014077172.1	765	586	0	0
XM_014077173.1	369	190	0	0
XM_014077174.1	2979	2800	2	0.478223
XM_014077175.1	1347	1168	52	29.8071
XM_014077176.1	1944	1765	0	0
XM_014077177.1	1080	901	7	5.20154
XM_014077178.1	633	454	1	1.4747
XM_014077179.1	1809	1630	30	12.3223
XM_014077180.1	705	526	0	0
XM_014077181.1	1695	1516	3	1.32489
XM_014077182.1	2157	1978	3	1.01544
XM_014077183.1	852	673	4	3.97927
XM_014077184.1	1179	1000	20	13.3902
XM_014077185.1	1986	1807	3	1.11153
XM_014077186.1	2043	1864	1	0.35918
XM_014077187.1	699	520	2	2.57505
XM_014077188.1	1026	847	2	1.5809
XM_014077189.1	954	775	2	1.72777
XM_014077190.1	1344	1165	4	2.29876
XM_014077191.1	750	571	0	0
XM_014077192.1	3417	3238	8	1.65414
XM_014077193.1	1101	922	8	5.80922
XM_014077194.1	7362	7183	22	2.05057
XM_014077195.1	2715	2536	10	2.64003
XM_014077196.1	1860	1681	13	5.17767
XM_014077197.1	738	559	1	1.1977
XM_014077198.1	1092	913	1	0.73331
XM_014077199.1	1527	1348	0	0
XM_014077200.1	1116	937	7	5.00169
XM_014077201.1	423	244	0	0
XM_014077202.1	1179	1000	87	58.2476
XM_014077203.1	681	502	51	68.0182
XM_014077204.1	273	94.0001	1	7.12246
XM_014077205.1	2331	2152	0	0
XM_014077206.1	1449	1270	6	3.16305
XM_014077207.1	1902	1723	12	4.66288
XM_014077208.1	585	406	3	4.94714
XM_014077209.1	798	619	4	4.32641
XM_014077210.1	441	262	4	10.2216
XM_014077211.1	627	448	3	4.48334
XM_014077212.1	1941	1762	5	1.89987
XM_014077213.1	639	460	9	13.0992
XM_014077214.1	4266	4087	12	1.96578
XM_014077215.1	783	604	2	2.21693
XM_014077216.1	1101	922	3	2.17846
XM_014077217.1	609	430	2	3.11401
XM_014077218.1	2643	2464	12	3.26061
XM_014077219.1	2619	2440	13	3.56707
XM_014077220.1	861	682	0	0
XM_014077221.1	1167	988	5	3.38822
XM_014077222.1	423	244	14	38.4146
XM_014077223.1	561	382	2	3.5053
XM_014077224.1	708	529	6	7.59371
XM_014077225.1	3135	2956	35	7.92724
XM_014077226.1	1452	1273	5	2.62966
XM_014077227.1	2838	2659	8	2.01433
XM_014077228.1	1329	1150	2	1.16437
XM_014077229.1	1257	1078	19	11.8003
XM_014077230.1	2763	2584	5	1.2955
XM_014077231.1	627	448	3	4.48334
XM_014077232.1	2931	2752	18	4.37908
XM_014077233.1	1095	916	3	2.19273
XM_014077234.1	462	283	0	0
XM_014077235.1	1788	1609	30	12.4831
XM_014077236.1	1203	1024	3	1.96146
XM_014077237.1	2106	1927	125	43.4297
XM_014077238.1	690	511	8	10.4816
XM_014077239.1	735	556	8	9.63327
XM_014077240.1	1875	1696	19	7.50043
XM_014077241.1	2301	2122	6	1.89306
XM_014077242.1	999	820	2	1.63296
XM_014077243.1	1734	1555	0	0
XM_014077244.1	1086	907	1	0.738161
XM_014077245.1	531	352	2	3.80405
XM_014077246.1	1803	1624	4	1.64905
XM_014077247.1	1524	1345	45	22.4
XM_014077248.1	1332	1153	17	9.87139
XM_014077249.1	1020	841	7	5.57264
XM_014077250.1	1587	1408	24	11.4121
XM_014077251.1	708	529	202	255.655
XM_014077252.1	1062	883	10	7.58225
XM_014077253.1	1719	1540	6	2.60849
XM_014077254.1	957	778	2	1.72111
XM_014077255.1	354	175	0	0
XM_014077256.1	1338	1159	33	19.0629
XM_014077257.1	1695	1516	1	0.441631
XM_014077258.1	516	337	0	0
XM_014077259.1	750	571	1	1.17253
XM_014077260.1	2502	2323	10	2.8821
XM_014077261.1	504	325	3	6.18011
XM_014077262.1	438	259	2	5.16998
XM_014077263.1	438	259	1	2.58499
XM_014077264.1	1413	1234	6	3.25533
XM_014077265.1	1473	1294	37	19.1437
XM_014077266.1	726	547	0	0
XM_014077267.1	960	781	0	0
XM_014077268.1	1155	976	2	1.37195
XM_014077269.1	1002	823	22	17.8971
XM_014077270.1	831	652	5	5.1343
XM_014077271.1	1116	937	60	42.8717
XM_014077272.1	1371	1192	1	0.561672
XM_014077273.1	1368	1189	9	5.0678
XM_014077274.1	429	250	0	0
XM_014077275.1	597	418	9	14.4153
XM_014077276.1	654	475	5	7.0475
XM_014077277.1	246	67.0317	0	0
XM_014077278.1	2388	2209	8	2.42467
XM_014077279.1	1440	1261	10	5.30938
XM_014077280.1	582	403	1	1.66132
XM_014077281.1	546	367	0	0
XM_014077282.1	1755	1576	2	0.849635
XM_014077283.1	1536	1357	29	14.3079
XM_014077284.1	1524	1345	4	1.99112
XM_014077285.1	1278	1099	4	2.43681
XM_014077286.1	438	259	4	10.34
XM_014077287.1	1116	937	28	20.0068
XM_014077288.1	942	763	0	0
XM_014077289.1	519	340	4	7.87662
XM_014077290.1	816	637	1	1.05104
XM_014077291.1	1584	1405	5	2.38261
XM_014077292.1	690	511	2	2.6204
XM_014077293.1	651	472	2	2.83692
XM_014077294.1	1686	1507	5	2.22134
XM_014077295.1	1566	1387	4	1.93082
XM_014077296.1	996	817	11	9.01424
XM_014077297.1	843	664	4	4.03321
XM_014077298.1	861	682	8	7.85352
XM_014077299.1	2409	2230	7	2.10161
XM_014077300.1	981	802	9	7.51323
XM_014077301.1	717	538	18	22.4
XM_014077302.1	1494	1315	2	1.01827
XM_014077303.1	657	478	8	11.2052
XM_014077304.1	1503	1324	1	0.505674
XM_014077305.1	3144	2965	1262	284.966
XM_014077306.1	819	640	15	15.6917
XM_014077307.1	1242	1063	0	0
XM_014077308.1	3651	3472	14	2.69965
XM_014077309.1	618	439	0	0
XM_014077310.1	1629	1450	4	1.84693
XM_014077311.1	2583	2404	19	5.29149
XM_014077312.1	1929	1750	10	3.82579
XM_014077313.1	228	49.4247	1	13.5461
XM_014077314.1	831	652	3	3.08058
XM_014077315.1	459	280	2	4.78223
XM_014077316.1	3501	3322	56	11.2862
XM_014077317.1	798	619	0	0
XM_014077318.1	1623	1444	2	0.927303
XM_014077319.1	369	190	2	7.0475
XM_014077320.1	3558	3379	67	13.2753
XM_014077321.1	756	577	1	1.16033
XM_014077322.1	1797	1618	10	4.1379
XM_014077323.1	2205	2026	11	3.63506
XM_014077324.1	1845	1666	30	12.056
XM_014077325.1	1497	1318	6	3.04786
XM_014077326.1	681	502	15	20.0054
XM_014077327.1	2286	2107	40	12.7103
XM_014077328.1	5337	5158	36	4.67283
XM_014077329.1	2079	1900	1	0.352375
XM_014077330.1	1662	1483	4	1.80583
XM_014077331.1	3567	3388	11	2.17374
XM_014077332.1	369	190	2	7.0475
XM_014077333.1	3522	3343	10	2.00273
XM_014077334.1	543	364	6	11.0359
XM_014077335.1	384	205	1	3.26591
XM_014077336.1	4896	4717	37	5.25163
XM_014077337.1	2958	2779	7	1.68643
XM_014077338.1	1089	910	1	0.735728
XM_014077339.1	1923	1744	2	0.767789
XM_014077340.1	795	616	1	1.08687
XM_014077341.1	471	292	1	2.29285
XM_014077342.1	762	583	9	10.3355
XM_014077343.1	1281	1102	4	2.43017
XM_014077344.1	4077	3898	41	7.04208
XM_014077345.1	933	754	6	5.32769
XM_014077346.1	867	688	5	4.86564
XM_014077347.1	516	337	2	3.97337
XM_014077348.1	1278	1099	8	4.87361
XM_014077349.1	312	133	4	20.1357
XM_014077350.1	618	439	7	10.6756
XM_014077351.1	2094	1915	1	0.349615
XM_014077352.1	1110	931	2	1.43827
XM_014077353.1	2586	2407	8	2.22522
XM_014077354.1	732	553	74	89.5912
XM_014077355.1	2643	2464	4	1.08687
XM_014077356.1	1038	859	1	0.779409
XM_014077357.1	3336	3157	9	1.90865
XM_014077358.1	1068	889	0	0
XM_014077359.1	1167	988	3	2.03293
XM_014077360.1	2022	1843	4	1.45309
XM_014077361.1	1824	1645	6	2.44199
XM_014077362.1	1221	1042	8	5.14021
XM_014077363.1	765	586	0	0
XM_014077364.1	1377	1198	71	39.679
XM_014077365.1	864	685	7	6.84173
XM_014077366.1	1422	1243	39	21.0064
XM_014077367.1	459	280	0	0
XM_014077368.1	1461	1282	2	1.04448
XM_014077369.1	2268	2089	7	2.24346
XM_014077370.1	513	334	4	8.01811
XM_014077371.1	2616	2437	12	3.29674
XM_014077372.1	447	268	3	7.49454
XM_014077373.1	1008	829	0	0
XM_014077374.1	612	433	5	7.73109
XM_014077375.1	816	637	0	0
